"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"562","Bryan Bickell","CHI","L","16","151.7","141","90","61.04","109","58","65.27","83","43","65.87","7","3","70.00","5.15","3.32","60.77","68","44","60.71","21","19","52.50","4","1","80.00","47","25","65.28","0","1","0.00","67","40","62.62","3","1","75.00","8.43","93.02","1.015","29","27","12","136","70.73","44","42","29","60.27"
"702","Ryan Keller","OTT","R","6","37.2","31","20","60.78","26","16","61.90","23","13","63.89","0","1","0.00","1.68","0.87","65.91","16","9","64.00","6","4","60.00","0","1","0.00","10","5","66.67","0","0","-","13","11","54.17","0","0","-","0.00","92.31","0.923","9","9","2","31","81.82","14","13","3","82.35"
"148","Marian Hossa","CHI","R","57","831","915","594","60.64","714","434","62.20","512","337","60.31","47","29","61.84","42.58","26.33","61.79","446","296","60.11","174","103","62.82","31","16","65.96","272","193","58.49","12","8","60.00","422","248","62.99","4","4","50.00","9.18","91.39","1.006","152","210","75","594","66.96","270","309","163","62.36"
"738","Jonas Junland","STL","D","3","43.866666666667","55","36","60.44","42","26","61.76","35","20","63.64","1","4","20.00","2.21","1.53","59.13","23","15","60.53","9","7","56.25","0","2","0.00","14","8","63.64","1","1","50.00","24","17","58.54","0","1","0.00","2.86","80.00","0.829","11","15","1","42","91.67","19","15","3","86.36"
"342","Patrick Sharp","CHI","L","82","1160.15","1243","818","60.31","959","598","61.59","693","454","60.42","66","42","61.11","55.05","36.96","59.83","557","395","58.51","213","154","58.04","42","26","61.76","344","241","58.80","19","8","70.37","605","360","62.69","5","6","45.45","9.52","90.75","1.003","231","262","122","815","65.44","392","393","236","62.42"
"499","Corey Potter","NYR","D","3","36.266666666667","36","24","60.00","26","21","55.32","16","15","51.61","0","0","-","1.1","1.17","48.54","15","9","62.50","5","5","50.00","0","0","-","10","4","71.43","0","0","-","20","14","58.82","0","0","-","0.00","100.00","1.000","5","12","3","30","62.50","9","15","10","47.37"
"854","Andrei Loktionov","L.A","C","1","11.866666666667","12","8","60.00","8","7","53.33","7","3","70.00","0","0","-","0.29","0.38","43.08","4","3","57.14","1","2","33.33","0","0","-","3","1","75.00","0","0","-","6","5","54.55","0","0","-","0.00","100.00","1.000","3","1","1","10","75.00","6","1","1","85.71"
"765","Jonathan Toews","CHI","C","76","1171.75","1214","821","59.66","923","601","60.56","689","451","60.44","64","49","56.64","54.13","36.63","59.64","577","399","59.12","228","151","60.16","42","27","60.87","349","248","58.46","15","12","55.56","574","362","61.32","7","10","41.18","9.29","89.14","0.984","224","272","126","785","64.00","404","399","261","60.75"
"581","Johan Franzen","DET","R","27","422.81666666667","435","298","59.35","333","231","59.04","249","156","61.48","20","19","51.28","18.71","12.31","60.32","201","131","60.54","74","51","59.20","10","7","58.82","127","80","61.35","5","3","62.50","204","140","59.30","5","8","38.46","8.03","87.82","0.959","80","104","86","280","48.19","129","125","116","52.65"
"89","Tomas Holmstrom","DET","L","68","846.16666666667","879","603","59.31","663","489","57.55","480","343","58.32","38","32","54.29","35.09","26.81","56.69","405","268","60.18","156","116","57.35","23","14","62.16","249","152","62.09","7","4","63.64","405","290","58.27","8","12","40.00","7.92","90.67","0.986","184","226","138","630","57.14","265","287","212","55.56"
"160","Brian Campbell","CHI","D","68","1333.3166666667","1327","913","59.24","1007","665","60.23","764","487","61.07","64","48","57.14","58.83","38.95","60.16","641","442","59.19","243","169","58.98","44","33","57.14","398","273","59.31","12","11","52.17","604","407","59.74","8","3","72.73","8.38","90.14","0.985","178","293","120","953","59.73","406","443","284","58.84"
"579","Peter Regin","OTT","C","75","859.91666666667","890","615","59.14","652","452","59.06","481","317","60.28","35","25","58.33","40.21","28.03","58.92","456","310","59.53","193","142","57.61","17","19","47.22","263","168","61.02","11","4","73.33","379","248","60.45","7","2","77.78","7.28","92.11","0.994","153","214","87","625","63.75","272","310","189","59.00"
"807","Patrick Kane","CHI","R","82","1291.8833333333","1353","947","58.83","1051","703","59.92","767","520","59.60","70","51","57.85","58.95","44.96","56.73","627","481","56.59","257","191","57.37","46","29","61.33","370","290","56.06","17","12","58.62","650","403","61.73","7","9","43.75","9.13","90.19","0.993","227","293","91","974","71.38","420","430","197","68.07"
"699","Shaun Heshka","PHX","D","8","92.383333333333","87","61","58.78","72","50","59.02","50","38","56.82","3","3","50.00","4.19","2.48","62.84","43","29","59.72","22","10","68.75","1","2","33.33","21","19","52.50","2","1","66.67","42","30","58.33","0","0","-","6.00","92.11","0.981","17","15","6","91","73.91","23","24","15","60.53"
"814","Alec Martinez","L.A","D","4","59.233333333333","57","40","58.76","44","28","61.11","31","24","56.36","1","3","25.00","1.95","0.64","75.28","19","6","76.00","11","1","91.67","1","0","100.00","8","5","61.54","0","1","0.00","34","26","56.67","0","2","0.00","3.23","87.50","0.907","10","6","12","40","45.45","15","11","18","45.45"
"3","Chris Chelios","ATL","D","7","68.666666666667","73","52","58.40","47","41","53.41","29","30","49.15","0","2","0.00","2.8","1.77","61.32","30","20","60.00","14","6","70.00","0","1","0.00","16","14","53.33","0","1","0.00","34","29","53.97","0","0","-","0.00","93.33","0.933","6","18","8","61","42.86","17","24","14","54.84"
"755","Andreas Nodl","PHI","R","10","78.4","73","52","58.40","49","41","54.44","34","34","50.00","2","4","33.33","2.33","2.46","48.67","27","31","46.55","10","13","43.48","1","3","25.00","17","18","48.57","1","0","100.00","34","18","65.38","0","1","0.00","5.88","88.24","0.941","12","14","10","74","54.55","14","20","17","45.16"
"763","Vladimir Zharkov","N.J","R","40","405.45","375","269","58.23","291","191","60.37","203","147","58.00","12","10","54.55","14.71","10.22","59.01","169","105","61.68","51","39","56.67","7","7","50.00","118","66","64.13","4","2","66.67","183","135","57.55","1","1","50.00","5.91","93.20","0.991","59","80","37","385","61.46","98","125","73","57.31"
"712","Jordan Hendry","CHI","D","43","494.11666666667","478","344","58.15","362","253","58.86","272","181","60.04","22","17","56.41","18.99","15.04","55.80","221","170","56.52","81","65","55.48","10","10","50.00","140","105","57.14","8","3","72.73","220","152","59.14","4","4","50.00","8.09","90.61","0.987","82","103","39","422","67.77","160","148","90","64.00"
"749","Michael Grabner","VAN","R","20","244.85","307","221","58.14","246","177","58.16","171","126","57.58","9","7","56.25","13.34","9.74","57.80","150","114","56.82","65","44","59.63","2","5","28.57","85","70","54.84","1","2","33.33","132","92","58.93","5","0","100.00","5.26","94.44","0.997","41","65","32","215","56.16","66","79","67","49.62"
"286","Kurt Sauer","PHX","D","1","13.9","11","8","57.89","9","8","52.94","7","6","53.85","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","7","8","46.67","1","0","100.00","14.29","100.00","1.143","1","4","1","12","50.00","2","4","4","33.33"
"196","Alexei Ponikarovsky","PIT, TOR","L","77","1024.55","1189","866","57.86","890","623","58.82","626","453","58.02","55","54","50.46","50.93","34.96","59.30","555","377","59.55","210","142","59.66","30","28","51.72","345","235","59.48","15","15","50.00","551","421","56.69","10","8","55.56","8.79","88.08","0.969","177","258","128","716","58.03","329","399","274","54.56"
"279","Tomas Kopecky","CHI","R","74","634.66666666667","607","442","57.86","465","317","59.46","347","227","60.45","25","24","51.02","26.07","17.98","59.18","297","228","56.57","122","83","59.51","17","15","53.13","175","145","54.69","4","6","40.00","272","177","60.58","4","3","57.14","7.20","89.43","0.966","109","133","43","584","71.71","178","196","121","59.53"
"721","Mathieu Carle","MTL","D","3","40.983333333333","41","30","57.75","31","21","59.62","20","16","55.56","1","0","100.00","1.52","0.96","61.43","19","9","67.86","6","6","50.00","0","0","-","13","3","81.25","0","0","-","20","18","52.63","1","0","100.00","5.00","100.00","1.050","7","7","1","44","87.50","10","15","2","83.33"
"475","Patrice Bergeron","BOS","C","73","1041.5833333333","1108","816","57.59","852","617","58.00","630","461","57.75","49","44","52.69","46","33.21","58.07","458","332","57.97","193","128","60.12","32","21","60.38","265","204","56.50","6","11","35.29","561","417","57.36","11","11","50.00","7.78","90.46","0.982","186","276","200","712","48.19","349","412","360","49.22"
"273","Justin Williams","L.A","R","49","690.53333333333","714","526","57.58","566","398","58.71","406","273","59.79","29","25","53.70","30.42","24.53","55.36","318","250","55.99","140","87","61.67","19","16","54.29","178","163","52.20","4","6","40.00","346","229","60.17","6","3","66.67","7.14","90.84","0.980","109","151","87","505","55.61","193","219","155","55.46"
"843","Mikkel Boedker","PHX","L","14","120.26666666667","104","77","57.46","77","56","57.89","53","46","53.54","4","2","66.67","4.16","3.15","56.89","43","31","58.11","25","11","69.44","2","2","50.00","18","20","47.37","1","0","100.00","50","40","55.56","1","0","100.00","7.55","95.65","1.032","28","19","2","110","93.33","40","30","8","83.33"
"787","Nick Palmieri","N.J","R","6","63.983333333333","54","40","57.45","32","27","54.24","26","21","55.32","3","3","50.00","1.24","1.59","43.71","20","21","48.78","7","8","46.67","0","2","0.00","13","13","50.00","1","0","100.00","28","16","63.64","2","1","66.67","11.54","85.71","0.973","14","9","6","66","70.00","22","16","12","64.71"
"540","Alex Ovechkin","WSH","L","72","1200.25","1434","1064","57.41","1002","786","56.04","721","566","56.02","88","37","70.40","62.56","48.55","56.31","699","506","58.01","231","189","55.00","48","20","70.59","468","317","59.62","26","11","70.27","616","474","56.51","10","6","62.50","12.21","93.46","1.057","140","220","95","753","59.57","341","385","269","55.90"
"210","Pavel Datsyuk","DET","C","80","1302.8666666667","1326","984","57.40","1006","788","56.08","731","569","56.23","60","43","58.25","56.31","43.31","56.52","626","421","59.79","233","179","56.55","34","22","60.71","393","242","61.89","17","10","62.96","610","481","55.91","9","9","50.00","8.21","92.44","1.007","240","334","221","863","52.06","371","420","361","50.68"
"422","Duncan Keith","CHI","D","82","1697.8666666667","1781","1326","57.32","1359","971","58.33","1006","719","58.32","93","79","54.07","75.38","60.08","55.65","796","660","54.67","302","257","54.03","48","45","51.61","494","403","55.07","28","19","59.57","863","573","60.10","17","15","53.13","9.24","89.01","0.983","196","315","186","1182","51.31","481","545","449","51.72"
"730","Kaspars Daugavins","OTT","L","1","8.4333333333333","8","6","57.14","7","4","63.64","4","4","50.00","0","0","-","0.35","0.19","65.28","4","3","57.14","2","0","100.00","0","0","-","2","3","40.00","0","0","-","2","2","50.00","0","0","-","0.00","100.00","1.000","2","3","1","5","66.67","3","3","2","60.00"
"760","Matthew Corrente","N.J","D","12","106.28333333333","92","69","57.14","64","47","57.66","50","40","55.56","2","2","50.00","4.12","1.59","72.12","45","23","66.18","18","2","90.00","2","0","100.00","27","21","56.25","0","2","0.00","42","41","50.60","0","0","-","4.00","95.00","0.990","10","24","9","105","52.63","25","35","22","53.19"
"439","Chris Kunitz","PIT","L","50","693.9","776","584","57.06","597","428","58.24","426","303","58.44","32","25","56.14","33.82","25.89","56.63","341","285","54.47","131","100","56.71","18","11","62.07","210","185","53.16","7","10","41.18","383","256","59.94","6","4","60.00","7.51","91.75","0.993","111","178","89","429","55.50","212","253","162","56.68"
"203","Mikael Samuelsson","VAN","R","74","1032.0666666667","1048","789","57.05","763","617","55.29","557","463","54.61","54","41","56.84","40.5","31.59","56.18","470","350","57.32","169","139","54.87","28","23","54.90","301","211","58.79","12","11","52.17","497","368","57.46","13","7","65.00","9.69","91.14","1.008","166","268","137","763","54.79","283","372","274","50.81"
"596","Mikhail Grabovski","TOR","C","59","833.71666666667","1034","780","57.00","747","581","56.25","526","396","57.05","43","39","52.44","44.29","35.85","55.27","482","364","56.97","198","153","56.41","25","20","55.56","284","211","57.37","10","12","45.45","474","364","56.56","8","6","57.14","8.17","90.15","0.983","131","185","93","586","58.48","253","278","199","55.97"
"14","Nicklas Lidstrom","DET","D","82","1521.05","1625","1234","56.84","1239","971","56.06","892","695","56.21","76","56","57.58","73.33","54.2","57.50","765","557","57.87","288","235","55.07","40","28","58.82","477","322","59.70","21","13","61.76","739","570","56.46","14","13","51.85","8.52","91.94","1.005","204","373","232","1050","46.79","446","554","419","51.56"
"320","Carlo Colaiacovo","STL","D","67","938.46666666667","954","727","56.75","737","571","56.35","524","404","56.47","48","39","55.17","43.19","34.01","55.94","456","355","56.23","177","132","57.28","20","18","52.63","279","223","55.58","16","13","55.17","444","330","57.36","11","8","57.89","9.16","90.35","0.995","166","186","116","887","58.87","343","273","218","61.14"
"220","Daniel Sedin","VAN","L","63","969.2","1057","811","56.58","795","642","55.32","580","471","55.19","80","45","64.00","52.31","41.44","55.80","543","417","56.56","244","167","59.37","48","25","65.75","299","250","54.46","12","9","57.14","442","351","55.74","18","8","69.23","13.79","90.45","1.042","221","265","119","660","65.00","368","361","221","62.48"
"238","Henrik Zetterberg","DET","L","74","1158.1333333333","1261","969","56.55","972","769","55.83","707","575","55.15","65","56","53.72","57.69","46.04","55.61","593","449","56.91","231","182","55.93","37","31","54.41","362","267","57.55","12","16","42.86","578","435","57.06","13","8","61.90","9.19","90.26","0.995","205","294","163","814","55.71","332","384","302","52.37"
"629","Mason Raymond","VAN","L","82","1120.0666666667","1164","897","56.48","901","722","55.51","653","519","55.72","51","50","50.50","51.63","41.15","55.65","540","447","54.71","216","195","52.55","28","30","48.28","324","252","56.25","12","15","44.44","526","386","57.68","9","4","69.23","7.81","90.37","0.982","185","265","157","828","54.09","301","384","301","50.00"
"809","Mikael Backlund","CGY","C","23","261.1","268","207","56.42","203","160","55.92","135","110","55.10","13","8","61.90","9.98","8.83","53.06","102","96","51.52","41","39","51.25","8","3","72.73","61","57","51.69","4","2","66.67","142","90","61.21","1","3","25.00","9.63","92.73","1.024","39","60","22","236","63.93","70","93","50","58.33"
"219","Brian Rafalski","DET","D","78","1509.0333333333","1595","1233","56.40","1224","954","56.20","880","693","55.94","74","52","58.73","71.32","51.42","58.11","750","540","58.14","282","217","56.51","41","31","56.94","468","323","59.17","21","9","70.00","732","583","55.67","11","10","52.38","8.41","92.50","1.009","191","355","210","1072","47.63","429","523","388","52.51"
"740","Jesse Joensuu","NYI","L","11","121.71666666667","135","105","56.25","99","76","56.57","70","54","56.45","6","2","75.00","6.6","4.28","60.69","61","65","48.41","28","25","52.83","3","1","75.00","33","40","45.21","2","0","100.00","65","28","69.89","0","1","0.00","8.57","96.30","1.049","13","38","10","95","56.52","27","46","24","52.94"
"543","Andrew Ladd","CHI","L","82","1063.0333333333","1071","835","56.19","799","605","56.91","609","450","57.51","55","53","50.93","46.54","35.74","56.57","518","412","55.70","190","162","53.98","25","33","43.10","328","250","56.75","21","14","60.00","471","365","56.34","9","6","60.00","9.03","88.22","0.973","159","267","113","861","58.46","277","396","224","55.29"
"753","Nicklas Backstrom","WSH","C","82","1289.3166666667","1468","1147","56.14","1047","863","54.82","752","622","54.73","92","52","63.89","62.64","49.51","55.86","706","541","56.62","232","200","53.70","49","25","66.22","474","341","58.16","30","14","68.18","636","523","54.87","11","13","45.83","12.23","91.64","1.039","164","265","108","823","60.29","388","440","291","57.14"
"833","Ville Leino","DET, PHI","L","55","633.2","661","518","56.06","501","397","55.79","333","305","52.19","19","27","41.30","27.01","23.14","53.86","307","237","56.43","125","91","57.87","15","16","48.39","182","146","55.49","2","7","22.22","306","233","56.77","2","4","33.33","5.71","91.15","0.969","125","159","76","501","62.19","178","205","135","56.87"
"594","Kris Versteeg","CHI","R","79","1008.3833333333","993","779","56.04","759","571","57.07","578","420","57.92","46","41","52.87","44.35","33.71","56.81","480","391","55.11","176","153","53.50","24","20","54.55","304","238","56.09","12","11","52.17","450","331","57.62","10","9","52.63","7.96","90.24","0.982","160","205","124","787","56.34","269","315","244","52.44"
"777","Mark Letestu","PIT","C","10","91.216666666667","102","80","56.04","67","58","53.60","47","38","55.29","3","5","37.50","3.8","2.83","57.29","45","32","58.44","20","11","64.52","3","2","60.00","25","21","54.35","0","2","0.00","51","40","56.04","0","1","0.00","6.38","86.84","0.932","18","21","9","69","66.67","26","27","19","57.78"
"625","Ryan Shannon","OTT","R","66","728.61666666667","693","544","56.02","513","382","57.32","372","286","56.53","22","32","40.74","28.17","23.16","54.88","320","245","56.64","130","108","54.62","14","18","43.75","190","137","58.10","6","8","42.86","339","247","57.85","2","5","28.57","5.91","88.81","0.947","143","168","78","524","64.71","243","226","161","60.15"
"769","David Schlemko","PHX","D","17","261.08333333333","279","219","56.02","198","161","55.15","135","108","55.56","12","11","52.17","11.54","10.73","51.82","140","106","56.91","50","45","52.63","8","6","57.14","90","61","59.60","4","2","66.67","124","102","54.87","0","3","0.00","8.89","89.81","0.987","59","55","33","211","64.13","94","77","54","63.51"
"236","Derek MacKenzie","CBJ","C","18","143.4","126","99","56.00","96","78","55.17","66","58","53.23","5","2","71.43","4.62","3.43","57.40","50","42","54.35","27","13","67.50","3","0","100.00","23","29","44.23","2","0","100.00","57","49","53.77","0","2","0.00","7.58","96.55","1.041","21","23","20","146","51.22","33","35","36","47.83"
"691","Brett Sutter","CGY","L","10","81.433333333333","71","56","55.91","49","41","54.44","36","32","52.94","1","2","33.33","2.14","2.01","51.54","26","23","53.06","10","10","50.00","1","2","33.33","16","13","55.17","0","0","-","35","20","63.64","0","0","-","2.78","93.75","0.965","8","20","8","77","50.00","19","30","22","46.34"
"828","Jesse Winchester","OTT","C","52","455.68333333333","437","345","55.88","339","259","56.69","257","183","58.41","18","20","47.37","19.48","17.21","53.09","198","147","57.39","84","69","54.90","12","12","50.00","114","78","59.38","4","4","50.00","216","181","54.41","2","4","33.33","7.00","89.07","0.961","82","87","68","353","54.67","139","133","116","54.51"
"7","Mark Recchi","BOS","R","81","1137.9","1131","895","55.82","863","664","56.52","645","488","56.93","46","40","53.49","47.86","34.57","58.06","476","366","56.53","201","135","59.82","29","21","58.00","275","231","54.35","8","10","44.44","563","451","55.52","9","8","52.94","7.13","91.80","0.989","197","287","181","797","52.12","372","432","333","52.77"
"221","Henrik Sedin","VAN","C","82","1275.1333333333","1361","1077","55.82","1028","861","54.42","728","647","52.95","96","61","61.15","66.87","55.23","54.77","687","527","56.59","301","224","57.33","59","34","63.44","386","303","56.02","16","15","51.61","574","477","54.61","19","8","70.37","13.19","90.57","1.038","283","335","170","839","62.47","459","455","325","58.55"
"698","Patric Hornqvist","NSH","R","80","1023.1166666667","1035","821","55.77","803","620","56.43","589","443","57.07","51","32","61.45","46.96","35.24","57.13","460","330","58.23","191","143","57.19","28","23","54.90","269","187","58.99","13","6","68.42","488","415","54.04","9","3","75.00","8.66","92.78","1.014","156","220","123","861","55.91","286","319","283","50.26"
"684","Niklas Hjalmarsson","CHI","D","77","1328.0666666667","1215","964","55.76","918","689","57.13","688","508","57.53","47","42","52.81","53.73","38.47","58.28","583","438","57.10","221","162","57.70","33","24","57.89","362","276","56.74","7","11","38.89","554","455","54.91","7","6","53.85","6.83","91.73","0.986","207","347","142","984","59.31","406","509","329","55.24"
"666","Kris Letang","PIT","D","73","1264.4333333333","1416","1124","55.75","1097","853","56.26","779","611","56.04","64","60","51.61","59.49","52.63","53.06","632","556","53.20","241","222","52.05","31","36","46.27","391","334","53.93","21","13","61.76","700","485","59.07","11","9","55.00","8.22","90.18","0.984","191","312","151","820","55.85","385","458","304","55.88"
"484","Colin Fraser","CHI","C","70","566.46666666667","510","405","55.74","394","279","58.54","298","196","60.32","25","20","55.56","22.7","15.97","58.70","252","200","55.75","97","73","57.06","17","11","60.71","155","127","54.96","5","7","41.67","226","176","56.22","3","1","75.00","8.39","89.80","0.982","98","97","132","533","42.61","149","154","210","41.50"
"673","Cody Franson","NSH","D","61","740.01666666667","748","594","55.74","565","451","55.61","427","338","55.82","37","20","64.91","30.96","26.14","54.22","324","272","54.36","130","122","51.59","18","15","54.55","194","150","56.40","13","4","76.47","367","271","57.52","6","1","85.71","8.67","94.08","1.027","120","163","93","599","56.34","216","236","182","54.27"
"303","Jason Williams","DET","C","44","484.73333333333","472","375","55.73","356","299","54.35","257","238","51.92","12","19","38.71","17.95","18.2","49.66","197","181","52.12","59","76","43.70","3","9","25.00","138","105","56.79","4","7","36.36","232","168","58.00","5","3","62.50","4.67","92.02","0.967","102","121","62","373","62.20","149","159","115","56.44"
"408","Johnny Boychuk","BOS","D","51","780.7","761","605","55.71","573","453","55.85","416","323","56.29","30","23","56.60","27.45","22.18","55.31","312","253","55.22","118","103","53.39","16","16","50.00","194","150","56.40","6","1","85.71","379","304","55.49","8","5","61.54","7.21","92.88","1.001","91","133","84","667","52.00","200","221","185","51.95"
"285","Paul Martin","N.J","D","22","392.68333333333","344","274","55.66","264","201","56.77","195","145","57.35","21","12","63.64","16.05","10.98","59.37","154","118","56.62","64","40","61.54","10","4","71.43","90","78","53.57","5","4","55.56","163","132","55.25","5","4","55.56","10.77","91.72","1.025","57","65","38","331","60.00","128","131","71","64.32"
"815","Jon Kalinski","PHI","L","10","67.15","59","47","55.66","43","35","55.13","32","30","51.61","2","4","33.33","1.83","1.9","49.17","22","24","47.83","7","11","38.89","0","3","0.00","15","13","53.57","1","1","50.00","30","20","60.00","1","0","100.00","6.25","86.67","0.929","16","10","4","59","80.00","19","16","15","55.88"
"504","Lee Stempniak","PHX, TOR","R","80","1059.7333333333","1179","943","55.56","846","702","54.65","606","490","55.29","46","42","52.27","47.87","42.89","52.74","542","443","55.03","203","172","54.13","24","21","53.33","339","271","55.57","17","11","60.71","547","436","55.65","5","10","33.33","7.59","91.43","0.990","163","263","124","762","56.79","317","389","264","54.56"
