"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Emil Andrae","25-26","PHI","D",47,710.7,62.44,49.6,47.84,48.78,49.42,2.78,1.67,23.94,24.32,36.1,39.37,51.38,53.94,2.61,2.67,1.11,-0.38,-3.27,-2.57,-0.06,11.61,93.13
"Emil Heineman","25-26","NYI","L",67,891.88,41.06,50.1,50.04,50.94,43.77,1.75,2.52,27.45,27.33,42.11,42.05,58.95,56.77,2.5,3.21,-0.76,0.11,0.06,2.18,-0.71,6.39,90.8
"Emil Martinsen Lilleberg","25-26","T.B","D",35,520.02,60.47,53.03,52.53,52.33,51.37,3.39,2.22,28.6,25.33,41.66,37.64,56.31,51.3,2.91,2.76,1.17,3.27,4.02,5.02,0.16,11.85,91.25
"Emmitt Finnie","25-26","DET","C",68,872.05,46.82,48.95,49.57,48.92,50.66,2.12,2.41,24.28,25.32,40.3,41,55.63,58.08,2.79,2.72,-0.29,-1.04,-0.7,-2.46,0.07,8.72,90.5
"Eric Robinson","25-26","CAR","L",53,542.6,56.95,58.13,57.65,57.09,58.02,2.75,2.08,30.85,22.22,48.75,35.82,67.07,50.41,3.46,2.5,0.67,8.63,12.93,16.66,0.96,8.9,90.65
"Erik Cernak","25-26","T.B","D",44,641.08,47,47.38,49.07,48.68,56.47,2.5,2.81,22.39,24.86,36.5,37.89,51.22,54.01,2.93,2.26,-0.32,-2.47,-1.39,-2.79,0.67,11.15,88.68
"Erik Gudbranson","25-26","CBJ","D",21,301.57,56.85,48.34,45.92,45.88,42.36,2.57,1.95,26.2,28,38.79,45.69,54.34,64.09,2.17,2.95,0.62,-1.8,-6.9,-9.75,-0.78,9.83,93.02
"Erik Haula","25-26","NSH","L",66,813.73,37.27,44.74,46.29,48.02,47.23,1.82,3.06,25.7,31.74,41.12,47.71,59.1,63.97,2.8,3.12,-1.24,-6.04,-6.58,-4.86,-0.33,7.07,90.37
"Erik Karlsson","25-26","PIT","D",62,1044.92,58.8,53.98,53.47,54.11,51.64,3.3,2.31,29.79,25.4,45.51,39.6,63.15,53.56,3.14,2.94,0.99,4.39,5.91,9.59,0.2,11.07,90.9
"Esa Lindell","25-26","DAL","D",67,1190.88,61.56,53.55,52.29,50.84,57.34,2.98,1.86,24.78,21.49,36.88,33.66,50.89,49.2,2.87,2.14,1.12,3.28,3.22,1.69,0.74,12.04,91.33
"Ethan Cardwell","25-26","S.J","R",7,78.83,28.9,33.08,37.11,42.73,33.29,1.52,3.74,16.44,33.25,30.55,51.77,49.01,65.69,2.19,4.39,-2.22,-16.81,-21.22,-16.68,-2.2,9.26,88.74
"Ethan Del Mastro","25-26","CHI","D",5,63.93,0,48.12,45.69,44.62,41.58,0,2.76,25.73,27.73,38.92,46.27,51.17,63.5,2.18,3.06,-2.76,-2.01,-7.35,-12.33,-0.88,0,90.05
"Ethen Frank","25-26","WSH","C/R",57,612.98,59.04,48.03,48.4,46.9,49.97,2.98,2.06,25.76,27.87,39.71,42.33,54.94,62.21,2.8,2.81,0.91,-2.11,-2.63,-7.27,0,11.55,92.59
"Evan Bouchard","25-26","EDM","D",68,1204.95,54.29,56.51,55.28,54.95,55.94,3.55,2.99,32.72,25.18,47.32,38.28,62.62,51.34,3.72,2.93,0.56,7.54,9.04,11.28,0.79,10.86,88.12
"Evan Rodrigues","25-26","FLA","C",65,858.97,41.37,55.08,54.5,54.38,54.63,2.14,3.04,29.41,23.99,45.85,38.28,62.49,52.42,3.04,2.53,-0.89,5.42,7.57,10.08,0.52,7.28,87.34
"Evander Kane","25-26","VAN","L",63,904.58,42.26,44.18,45.98,46.3,45.47,2.32,3.17,25.61,32.36,41.39,48.63,55.65,64.55,2.94,3.52,-0.85,-6.75,-7.25,-8.9,-0.59,9.06,90.2
"Evgeni Malkin","25-26","PIT","C",47,629.25,58.66,53.02,50.58,49.24,50.88,3.39,2.39,29.17,25.85,43.37,42.38,56.04,57.76,3.27,3.16,1,3.32,0.99,-1.72,0.11,11.61,90.76
"Evgeny Dadonov","25-26","N.J","L",18,178.03,21.61,42.35,41.53,42.07,40.24,0.65,2.36,22.43,30.53,35.55,50.04,49.87,68.68,2.19,3.25,-1.71,-8.1,-14.5,-18.81,-1.06,2.9,92.27
"Fabian Zetterlund","25-26","OTT","L",66,776.65,50.16,54.48,54.43,54.11,54.37,2.96,2.94,28.76,24.03,44.51,37.27,63,53.44,2.97,2.49,0.02,4.73,7.24,9.56,0.48,10.3,87.76
"Fedor Svechkov","25-26","NSH","C",54,587.77,45.13,48.08,48.57,50.78,50.43,2.42,2.94,25.65,27.71,38.4,40.66,55.72,54,2.75,2.71,-0.52,-2.05,-2.26,1.72,0.05,9.43,89.38
"Filip Chytil","25-26","VAN","C",12,151.43,30.97,48.55,46.3,46.84,51.94,1.61,3.59,28.89,30.62,42.46,49.23,55.72,63.23,3.08,2.85,-1.98,-1.73,-6.78,-7.51,0.23,5.57,88.29
"Filip Forsberg","25-26","NSH","L",66,951.97,50.43,49.24,50.4,52.81,48.5,2.23,2.2,27.71,28.56,43.62,42.92,61.93,55.34,2.76,2.93,0.04,-0.86,0.7,6.59,-0.17,8.07,92.31
"Filip Hallander","25-26","PIT","C",13,152.35,63.43,48.04,46.55,48.27,45.71,2.71,1.56,29.6,32.02,40.99,47.06,61.51,65.93,3.28,3.89,1.15,-2.42,-6.07,-4.42,-0.61,9.14,95.13
"Filip Hronek","25-26","VAN","D",66,1256.43,52.66,49.06,49.67,49.49,47.99,2.46,2.21,26.11,27.11,41.49,42.04,55.75,56.9,2.66,2.88,0.25,-1,-0.54,-1.15,-0.22,9.43,91.84
"Frank Nazar","25-26","CHI","C",50,663.15,45.2,45.17,45.36,44.76,45.22,2.37,2.87,24.02,29.15,37.62,45.31,49.72,61.37,2.4,2.91,-0.5,-5.13,-7.69,-11.65,-0.51,9.87,90.14
"Frank Vatrano","25-26","ANA","R",43,445.55,39.8,47.99,46.62,46.86,41.61,1.98,2.99,28.32,30.7,41.73,47.78,58.27,66.09,2.42,3.4,-1.01,-2.38,-6.05,-7.82,-0.98,6.98,90.25
"Fraser Minten","25-26","BOS","C",67,800.93,62.48,50.83,51.89,51.11,50.5,3,1.8,27.45,26.56,43.89,40.69,60.68,58.04,2.79,2.73,1.2,0.9,3.2,2.64,0.05,10.92,93.22
"Frederick Gaudreau","25-26","SEA","C",52,685.82,51.39,40.96,41.01,40.62,36.39,1.94,1.84,20.17,29.06,32.59,46.89,46.3,67.69,1.89,3.31,0.1,-8.9,-14.3,-21.39,-1.42,9.63,93.68
"Gabe Perreault","25-26","NYR","R",34,480.9,52.37,48.93,45.13,46.68,49.15,2.62,2.38,25.52,26.64,36.79,44.73,51.4,58.71,2.78,2.87,0.24,-1.11,-7.95,-7.31,-0.1,10.26,91.06
"Gabriel Landeskog","25-26","COL","L",47,618.67,66.04,57.69,57.53,58.45,59.1,3.69,1.9,37.43,27.45,54.77,40.43,75.68,53.81,3.76,2.6,1.79,9.98,14.34,21.87,1.16,9.86,93.09
"Gabriel Vilardi","25-26","WPG","C",66,978.27,52.73,45.63,47.8,47.78,48.48,3.35,3,25.99,30.97,41.19,44.98,54.02,59.05,2.86,3.04,0.35,-4.98,-3.78,-5.03,-0.18,12.88,90.31
"Gage Goncalves","25-26","T.B","C",57,630.05,68.06,50.65,50.65,51.99,54.48,4.4,2.07,25.04,24.4,39.11,38.11,54.82,50.63,2.94,2.46,2.34,0.64,1.01,4.2,0.48,17.58,91.53
"Garnet Hathaway","25-26","PHI","R",54,481.87,30.27,44.76,44.49,43.87,44.48,0.87,2,16.28,20.1,28.2,35.18,41.51,53.11,1.6,1.99,-1.13,-3.81,-6.98,-11.59,-0.4,5.32,90.07
"Gavin Brindley","25-26","COL","C",53,445.08,57.17,57.91,53.98,55.16,47.71,3.07,2.3,30.73,22.34,43.92,37.45,64.6,52.51,2.53,2.77,0.77,8.39,6.47,12.09,-0.24,9.98,89.71
"Gustav Forsling","25-26","FLA","D",66,1168.97,45.71,53.31,52.87,53.5,51.59,2.68,3.18,28.68,25.11,44.08,39.29,60.43,52.52,2.96,2.78,-0.5,3.56,4.79,7.91,0.18,9.34,87.34
"Gustav Nyquist","25-26","WPG","R",45,457.3,37.47,47.53,48.14,47.77,46.36,1.33,2.22,24.72,27.29,38.99,42,53.94,58.99,2.46,2.84,-0.89,-2.57,-3.01,-5.04,-0.39,5.39,91.85
"Hampus Lindholm","25-26","BOS","D",53,859.6,46.52,50.56,52.11,51.68,50.21,2.46,2.83,26.57,25.98,42.65,39.2,59.11,55.28,2.67,2.64,-0.37,0.59,3.45,3.83,0.02,9.25,89.12
"Harrison Brunicke","25-26","PIT","D",9,135.25,32.94,49.33,49.35,49.16,48.34,1.73,3.51,26.16,26.87,38.81,39.83,56.01,57.94,2.96,3.17,-1.79,-0.71,-1.02,-1.93,-0.2,6.6,86.92
"Hayden Hodgson","25-26","OTT","R",9,56.8,41.06,46.18,44.33,51.45,51.06,2.13,3.06,23.86,27.81,35.18,44.18,57.04,53.83,2.8,2.68,-0.93,-3.95,-9,3.21,0.12,8.94,88.99
"Haydn Fleury","25-26","WPG","D",25,310.97,25.09,38.93,40.44,41.38,35.45,1.32,3.95,19.85,31.15,32.41,47.73,45.13,63.92,1.94,3.53,-2.62,-11.29,-15.32,-18.79,-1.59,6.66,87.33
"Hendrix Lapierre","25-26","WSH","C",63,527.27,53.78,54.95,56.66,56.28,56.73,2.15,1.85,26.98,22.11,43.92,33.6,63.33,49.19,3.07,2.34,0.3,4.86,10.32,14.14,0.73,7.98,91.63
"Henri Jokiharju","25-26","BOS","D",36,574.57,53.54,50.06,50.36,49.7,48.1,3.21,2.79,27.71,27.64,42.62,42.01,58.64,59.34,2.72,2.94,0.43,0.06,0.61,-0.7,-0.22,11.59,89.92
"Henry Thrun","25-26","TOR","D",4,57.62,31.44,44.64,40.05,38.34,32.89,0.98,2.13,20.81,25.8,27.85,41.69,37.55,60.39,1.56,3.19,-1.16,-5,-13.84,-22.84,-1.62,4.7,91.73
"Hunter Brzustewicz","25-26","CGY","D",20,264.85,44.7,49.87,48.53,51.69,44.16,2.01,2.48,26.19,26.32,37.1,39.36,56.93,53.21,2.2,2.78,-0.48,-0.13,-2.25,3.72,-0.58,7.66,90.57
"Ian Cole","25-26","UTA","D",68,1002.45,53.27,52.3,51.8,50.56,54.26,2.65,2.33,24.8,22.62,40.45,37.64,57,55.74,2.77,2.34,0.33,2.18,2.81,1.26,0.44,10.7,89.71
"Ian Moore","25-26","ANA","D",52,677.17,44.98,54.53,52.89,51.75,53.78,1.99,2.43,27.42,22.86,44.13,39.31,60.85,56.74,3.05,2.62,-0.44,4.55,4.81,4.1,0.43,7.26,89.35
"Igor Chernyshov","25-26","S.J","L",16,211.28,53.74,50.84,52.11,52.36,53.78,4.33,3.73,27.57,26.66,44.66,41.05,60.4,54.95,3.88,3.34,0.6,0.91,3.61,5.45,0.55,15.7,86.02
"Ilya Lyubushkin","25-26","DAL","D",44,627.03,49.62,45.51,43.65,42.76,42.68,1.86,1.89,22.07,26.42,31.58,40.77,44,58.91,2.03,2.73,-0.03,-4.35,-9.19,-14.91,-0.7,8.41,92.86
"Ilya Mikheyev","25-26","CHI","R",61,862.38,45.64,44.29,45.14,45.38,42.81,1.87,2.23,22.38,28.15,36.16,43.95,48.09,57.88,2.24,2.99,-0.36,-5.77,-7.79,-9.79,-0.75,8.35,92.09
"Ilya Solovyov","25-26","COL","D",16,181.58,45.48,57,60.9,59.87,62.01,1.96,2.35,35.61,26.86,54.67,35.11,77.51,51.95,3.08,1.89,-0.39,8.75,19.57,25.56,1.19,5.5,91.25
