"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"264","Dakota Joshua","TOR","C","43","1.1","5","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.1","0","100.00","3","0","100.00","0","0","-","0","0","-","3","0","100.00","0","0","-","5","1","83.33","0","0","-","0.00","-","0.00","4","1","1","6","80.00","6","1","1","85.71"
"271","Andrew Mangiapane","CHI, EDM","L","55","9.75","19","0","100.00","17","0","100.00","10","0","100.00","2","0","100.00","2.19","0","100.00","10","0","100.00","4","0","100.00","0","0","-","6","0","100.00","2","0","100.00","15","1","93.75","0","0","-","20.00","-","0.20","5","1","1","10","83.33","9","1","1","90.00"
"281","Jordan Greenway","BUF","L","33","0.68333333333333","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","2","0","0","4","100.00","2","0","0","100.00"
"283","Erik Cernak","T.B","D","43","3.55","3","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.23","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","2","1","66.67","0","0","-","0.00","-","0.00","1","2","2","21","33.33","1","3","3","25.00"
"286","Jansen Harkins","ANA","C","37","10.15","11","0","100.00","8","0","100.00","5","0","100.00","0","0","-","0.62","0","100.00","7","0","100.00","2","0","100.00","0","0","-","5","0","100.00","0","0","-","10","0","100.00","0","0","-","0.00","-","0.00","4","3","1","10","80.00","7","4","1","87.50"
"292","Brandon Carlo","TOR","D","42","0.96666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","2","0","5","-","2","2","0","100.00"
"296","Parker Wotherspoon","PIT","D","64","2.75","3","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.21","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","2","1","14","50.00","2","2","1","66.67"
"297","Caleb Jones","PIT","D","7","1.45","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","1","0","0","2","100.00","1","0","0","100.00"
"305","Mathieu Joseph","STL","R","39","2.3333333333333","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","1","0","10","-","0","1","0","-"
"313","Yakov Trenin","MIN","C","65","4.4","7","0","100.00","7","0","100.00","7","0","100.00","2","0","100.00","0.92","0","100.00","5","0","100.00","4","0","100.00","2","0","100.00","1","0","100.00","0","0","-","3","0","100.00","0","0","-","28.57","-","0.29","0","1","0","7","-","2","3","0","100.00"
"317","Noel Acciari","PIT","C","50","2.3","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.21","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","3","1","8","50.00","1","3","1","50.00"
"319","Will Borgen","NYR","D","57","3.0666666666667","4","0","100.00","4","0","100.00","3","0","100.00","1","0","100.00","0.29","0","100.00","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0","0","-","4","0","100.00","0","0","-","33.33","-","0.33","4","2","0","15","100.00","4","2","0","100.00"
"328","Mason Appleton","DET","C","55","4.6833333333333","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","4","1","80.00","0","0","-","-","-","-","4","3","1","22","80.00","5","4","2","71.43"
"330","Matt Roy","WSH","D","62","8.7","13","0","100.00","10","0","100.00","7","0","100.00","1","0","100.00","2.23","0","100.00","10","0","100.00","7","0","100.00","0","0","-","3","0","100.00","0","0","-","6","1","85.71","1","0","100.00","14.29","-","0.14","2","2","2","32","50.00","5","2","3","62.50"
"333","Rodrigo Abols","PHI","C","42","1.65","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","1","66.67","0","0","-","0.00","-","0.00","1","2","1","9","50.00","2","2","1","66.67"
"334","Ryan Lomberg","CGY","L","55","1.1833333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","1","0","10","100.00","2","1","0","100.00"
"335","Brandon Tanev","UTA","L","45","1.5666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","2","0","4","100.00","1","2","0","100.00"
"337","Luke Kunin","FLA","C","45","4.2166666666667","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.09","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","5","2","0","11","100.00","6","3","1","85.71"
"349","Beck Malenstyn","BUF","L","64","1.15","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","2","1","1","6","66.67","2","1","1","66.67"
"353","Andrew Peeke","BOS","D","61","3.4166666666667","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.08","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","1","0","0","16","100.00","1","0","0","100.00"
"355","Dante Fabbro","CBJ","D","56","1.7","6","0","100.00","6","0","100.00","6","0","100.00","0","0","-","0.72","0","100.00","4","0","100.00","2","0","100.00","0","0","-","2","0","100.00","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","3","0","0","2","100.00","4","0","0","100.00"
"360","Noah Gregor","FLA","L","24","3.3","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.09","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","4","0","100.00","0","0","-","0.00","-","0.00","4","1","0","3","100.00","6","2","0","100.00"
"361","Dennis Cholowski","N.J","D","15","2.0333333333333","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","-","-","-","1","0","0","3","100.00","1","0","0","100.00"
"364","Jake Bean","CGY","D","16","1.2","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","4","-","0","0","0","-"
"376","Tanner Laczynski","VGK","C","10","6.4333333333333","5","0","100.00","3","0","100.00","3","0","100.00","1","0","100.00","0.4","0","100.00","4","0","100.00","2","0","100.00","1","0","100.00","2","0","100.00","0","0","-","2","0","100.00","0","0","-","33.33","-","0.33","2","2","1","10","66.67","3","3","1","75.00"
"386","Jeffrey Viel","ANA, BOS","L","27","4.1666666666667","6","0","100.00","5","0","100.00","2","0","100.00","0","0","-","0.48","0","100.00","3","0","100.00","2","0","100.00","0","0","-","1","0","100.00","0","0","-","4","0","100.00","0","0","-","0.00","-","0.00","1","1","0","6","100.00","2","2","0","100.00"
"387","Alex Barré-Boulet","COL","C","1","0.3","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","-","-","-","1","0","0","0","100.00","1","0","0","100.00"
"390","Zach Aston-Reese","CBJ","C, L","26","0.98333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.16","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","3","0","100.00","0","0","-","0.00","-","0.00","1","0","0","0","100.00","3","0","0","100.00"
"393","Jonah Gadjovich","FLA","L","10","0.75","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.11","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","2","0","0","2","100.00","2","0","0","100.00"
"394","Conor Timmins","BUF","D","33","0.55","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.05","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","0","0","5","100.00","1","1","0","100.00"
"395","Mario Ferraro","S.J","D","62","3.8666666666667","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.16","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","1","66.67","0","0","-","0.00","-","0.00","3","4","1","10","75.00","3","5","1","75.00"
"410","Jack Studnicka","FLA","C","18","2.2333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.06","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","3","0","3","100.00","2","3","0","100.00"
"419","P.O Joseph","VAN","D","24","1.3166666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.12","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","1","0","5","100.00","1","1","0","100.00"
"431","Johnathan Kovacevic","N.J","D","16","0.66666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.11","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","-","-","-","1","2","0","1","100.00","1","2","0","100.00"
"437","Ben Jones","MIN","C","26","2.2166666666667","6","0","100.00","5","0","100.00","4","0","100.00","1","0","100.00","0.7","0","100.00","4","0","100.00","3","0","100.00","1","0","100.00","1","0","100.00","0","0","-","4","0","100.00","0","0","-","25.00","-","0.25","2","1","0","0","100.00","3","2","0","100.00"
"438","Alexey Toropchenko","STL","R","48","1.8166666666667","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.25","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","2","1","0","6","100.00","2","1","0","100.00"
"439","Morgan Barron","WPG","C","54","2.0166666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","3","0","100.00","0","0","-","-","-","-","4","2","0","10","100.00","4","2","0","100.00"
"448","Eric Robinson","CAR","L","51","3.1","6","0","100.00","5","0","100.00","4","0","100.00","0","0","-","0.37","0","100.00","4","0","100.00","0","0","-","0","0","-","4","0","100.00","0","0","-","4","0","100.00","0","0","-","0.00","-","0.00","2","2","0","2","100.00","2","2","0","100.00"
"456","Isac Lundeström","CBJ","C","50","2.9333333333333","5","0","100.00","5","0","100.00","5","0","100.00","0","0","-","0.42","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","6","0","100.00","0","0","-","0.00","-","0.00","5","1","0","5","100.00","7","1","0","100.00"
"464","Alec Regula","EDM","D","29","0.35","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","0","-","1","0","0","100.00"
"469","Filip Hallander","PIT","C","13","3.7333333333333","8","0","100.00","6","0","100.00","5","0","100.00","1","0","100.00","0.58","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","8","0","100.00","1","0","100.00","20.00","-","0.20","3","0","0","5","100.00","4","0","0","100.00"
"475","Adam Boqvist","NYI","D","21","5.9","9","0","100.00","6","0","100.00","6","0","100.00","1","0","100.00","1.41","0","100.00","6","0","100.00","4","0","100.00","1","0","100.00","2","0","100.00","0","0","-","3","1","75.00","0","0","-","16.67","-","0.17","2","1","0","5","100.00","3","1","1","75.00"
"485","Connor Dewar","PIT","C","64","1.7333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.21","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","2","1","5","50.00","1","2","1","50.00"
"487","Pontus Holmberg","T.B","R","56","6.8666666666667","10","0","100.00","10","0","100.00","6","0","100.00","0","0","-","1.2","0","100.00","6","0","100.00","3","0","100.00","0","0","-","3","0","100.00","0","0","-","9","0","100.00","0","0","-","0.00","-","0.00","6","5","0","20","100.00","6","5","0","100.00"
"488","Tyler Tucker","STL","D","59","2.2833333333333","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.23","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","1","0","3","100.00","2","2","0","100.00"
"492","Martin Pospisil","CGY","C","12","1.0666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","0","5","-","0","1","0","-"
"498","Hugh McGing","STL","L","3","1.3","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.08","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","0","0","1","100.00","2","1","0","100.00"
"501","Cole Reinhardt","VGK","L","44","3.6333333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.19","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","2","0","7","-","4","2","0","100.00"
"502","Jake Christiansen","CBJ","D","34","0.066666666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"506","Kyle MacLean","NYI","C","47","1.8666666666667","6","0","100.00","5","0","100.00","4","0","100.00","0","0","-","0.84","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0","0","-","0","0","-","5","0","100.00","0","0","-","0.00","-","0.00","2","0","0","7","100.00","3","0","0","100.00"
"508","Blake Lizotte","PIT","C","53","3.25","4","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.21","0","100.00","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","2","0","0","12","100.00","2","0","0","100.00"
"509","Noah Philp","CAR, EDM","C","17","0.25","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"510","Brett Leason","WSH","R","6","1.9833333333333","3","0","100.00","3","0","100.00","2","0","100.00","0","0","-","0.35","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","4","-","0","0","0","-"
"519","Nils Hoglander","VAN","L","25","6.0166666666667","8","0","100.00","7","0","100.00","2","0","100.00","0","0","-","0.44","0","100.00","3","0","100.00","2","0","100.00","0","0","-","1","0","100.00","0","0","-","9","0","100.00","0","0","-","0.00","-","0.00","5","0","0","13","100.00","6","0","0","100.00"
"528","Arthur Kaliyev","OTT","R","2","2.3166666666667","9","0","100.00","7","0","100.00","4","0","100.00","2","0","100.00","0.54","0","100.00","5","0","100.00","0","0","-","0","0","-","5","0","100.00","1","0","100.00","5","0","100.00","1","0","100.00","50.00","-","0.50","1","0","0","3","100.00","1","0","0","100.00"
"532","Philip Tomasino","PIT","R","9","2.2166666666667","3","0","100.00","3","0","100.00","2","0","100.00","1","0","100.00","0.27","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","2","0","100.00","1","0","100.00","50.00","-","0.50","0","2","1","2","0.00","0","2","1","0.00"
"537","Jayden Struble","MTL","D","41","0.5","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.06","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","1","0","0","2","100.00","1","0","0","100.00"
