"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"520","Anthony Stewart","FLA","R","59","1.1666666666667","2","1","66.67","2","1","66.67","1","0","100.00","1","0","100.00","0.02","0.04","32.58","1","0","100.00","0","0","-","0","0","-","1","0","100.00","1","0","100.00","1","1","50.00","0","0","-","100.00","-","1.00","0","1","0","2","-","0","2","0","-"
"280","Mike Comrie","NYI, OTT","C","63","2.5333333333333","4","3","57.14","3","3","50.00","1","3","25.00","1","0","100.00","0.06","0.12","34.77","2","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","2","3","40.00","0","0","-","100.00","100.00","2.000","1","1","0","7","100.00","1","1","0","100.00"
"500","Nikolay Zherdev","NYR","R","82","6.0166666666667","4","3","57.14","3","3","50.00","2","2","50.00","1","0","100.00","0.23","0.9","20.43","2","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","2","3","40.00","0","0","-","50.00","100.00","1.500","3","1","0","14","100.00","2","1","2","50.00"
"116","Richard Zednik","FLA","R","70","2.9333333333333","2","2","50.00","2","2","50.00","1","1","50.00","1","0","100.00","0.02","0.07","22.83","1","0","100.00","0","0","-","0","0","-","1","0","100.00","1","0","100.00","1","2","33.33","0","0","-","100.00","100.00","2.000","0","1","2","9","0.00","0","2","3","0.00"
"120","Daymond Langkow","CGY","C","73","6.7","2","2","50.00","1","1","50.00","0","1","0.00","0","0","-","0.12","0.1","55.96","2","2","50.00","1","0","100.00","0","0","-","1","2","33.33","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","1","3","21","0.00","0","1","3","0.00"
"143","Daniel Briere","PHI","C","29","2.3333333333333","2","2","50.00","1","2","33.33","0","2","0.00","0","1","0.00","0","0.54","0.87","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","-","50.00","0.50","1","1","1","2","50.00","2","1","1","66.67"
"188","Maxim Afinogenov","BUF","R","48","1.2833333333333","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.05","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","-","100.00","1.00","0","1","1","4","0.00","0","1","1","0.00"
"194","Kyle Calder","L.A","L","74","2.8333333333333","1","1","50.00","1","0","100.00","0","0","-","0","0","-","0.07","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","3","10","0.00","0","0","3","0.00"
"248","Chris Neil","OTT","R","60","1.4333333333333","1","1","50.00","1","0","100.00","1","0","100.00","0","0","-","0.06","0","100.00","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","1","2","3","0.00","0","1","2","0.00"
"392","Jordin Tootoo","NSH","R","72","2.7","1","1","50.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","0.00","-","0.00","0","0","1","6","0.00","0","0","1","0.00"
"423","Zenon Konopka","T.B","C","7","0.33333333333333","1","1","50.00","1","0","100.00","0","0","-","0","0","-","0.09","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"466","David Van Der Gulik","CGY","L","6","2.3","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","0","0.12","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","0","1","0","3","-","0","1","0","-"
"617","Peter Olvecky","MIN","L","31","0.18333333333333","1","1","50.00","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"633","Mikhail Grabovski","TOR","C","78","3.8333333333333","5","5","50.00","4","4","50.00","4","3","57.14","0","1","0.00","0.24","0.72","25.18","3","3","50.00","1","1","50.00","0","0","-","2","2","50.00","0","0","-","1","2","33.33","0","1","0.00","0.00","66.67","0.667","0","3","1","14","0.00","1","3","1","50.00"
"640","Derek Peltier","COL","D","11","3.9666666666667","1","1","50.00","1","1","50.00","0","1","0.00","0","0","-","0.02","0.07","26.17","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","2","7","0.00","0","0","2","0.00"
"699","Brian Salcido","ANA","D","2","0.33333333333333","1","1","50.00","1","1","50.00","0","1","0.00","0","0","-","0.1","0.1","49.37","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","2","-","0","0","0","-"
"722","Nick Foligno","OTT","L","81","1.7166666666667","1","1","50.00","1","1","50.00","1","0","100.00","0","0","-","0.18","0.6","23.16","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","1","0","6","-","0","1","0","-"
"749","Ivan Vishnevskiy","DAL","D","3","4.35","1","1","50.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","5","-","0","0","1","0.00"
"773","Colton Gillies","MIN","C","45","0.45","1","1","50.00","1","1","50.00","1","0","100.00","1","0","100.00","0.12","0.05","70.79","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","1","0.00","0","0","-","100.00","-","1.00","0","0","0","2","-","0","0","0","-"
"398","Joel Perrault","PHX","C","7","2.1333333333333","4","5","44.44","2","3","40.00","2","2","50.00","0","1","0.00","0.05","0.28","14.21","1","3","25.00","1","1","50.00","0","0","-","0","2","0.00","0","1","0.00","3","2","60.00","0","0","-","0.00","50.00","0.500","0","0","1","0","0.00","0","0","1","0.00"
"559","Brad Richardson","L.A","C","31","6.5666666666667","5","7","41.67","5","7","41.67","5","5","50.00","0","1","0.00","0.31","0.47","39.87","1","4","20.00","0","1","0.00","0","0","-","1","3","25.00","0","1","0.00","4","3","57.14","0","0","-","0.00","80.00","0.800","0","0","4","9","0.00","0","0","4","0.00"
"138","J-P Dumont","NSH","R","82","9.65","2","3","40.00","2","3","40.00","2","1","66.67","0","1","0.00","0.03","0.3","9.11","1","3","25.00","0","1","0.00","0","1","0.00","1","2","33.33","0","0","-","1","0","100.00","0","0","-","0.00","0.00","0.000","0","2","0","28","-","1","2","0","100.00"
"265","Jamie Lundmark","CGY","C","27","3.9666666666667","2","3","40.00","2","3","40.00","0","2","0.00","0","0","-","0.17","0.32","33.90","1","3","25.00","1","2","33.33","0","0","-","0","1","0.00","0","0","-","1","0","100.00","0","0","-","-","100.00","1.00","0","1","1","7","0.00","0","2","1","0.00"
"701","Tom Wandell","DAL","C","14","1.55","2","3","40.00","2","3","40.00","1","3","25.00","0","1","0.00","0.03","0.22","11.77","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","1","1","50.00","0","0","-","0.00","66.67","0.667","0","1","1","3","0.00","0","1","2","0.00"
"88","Pavol Demitra","VAN","R","69","8.1333333333333","5","8","38.46","2","8","20.00","2","4","33.33","0","1","0.00","0.12","0.56","17.84","3","6","33.33","0","3","0.00","0","1","0.00","3","3","50.00","0","0","-","2","2","50.00","0","0","-","0.00","75.00","0.750","4","4","2","12","66.67","3","5","2","60.00"
"356","Jason Spezza","OTT","C","82","22.75","11","18","37.93","7","15","31.82","3","10","23.08","1","1","50.00","0.44","1.9","18.83","5","7","41.67","1","4","20.00","0","1","0.00","4","3","57.14","1","0","100.00","6","9","40.00","0","0","-","33.33","90.00","1.233","0","11","12","50","0.00","0","15","18","0.00"
"384","Brendan Bell","OTT","D","53","9.4833333333333","3","5","37.50","3","5","37.50","3","3","50.00","0","3","0.00","0.19","1.59","10.92","1","3","25.00","1","1","50.00","0","1","0.00","0","2","0.00","0","1","0.00","2","0","100.00","0","0","-","0.00","0.00","0.000","1","3","7","13","12.50","2","3","7","22.22"
"718","Andy Greene","N.J","D","49","10.816666666667","4","7","36.36","3","4","42.86","3","2","60.00","1","0","100.00","0.26","0.3","46.37","3","5","37.50","2","2","50.00","1","0","100.00","1","3","25.00","0","0","-","1","2","33.33","0","0","-","33.33","100.00","1.333","1","2","4","17","20.00","2","4","5","28.57"
"182","Marian Hossa","DET","R","74","82","39","75","34.21","36","58","38.30","22","42","34.38","2","7","22.22","2.3","4.23","35.24","25","30","45.45","9","10","47.37","2","2","50.00","16","20","44.44","0","2","0.00","10","44","18.52","0","3","0.00","9.09","83.33","0.924","3","16","10","114","23.08","8","24","17","32.00"
"3","Patrice Brisebois","MTL","D","62","11.5","5","10","33.33","3","8","27.27","2","8","20.00","0","0","-","0.22","0.82","21.12","2","5","28.57","2","3","40.00","0","0","-","0","2","0.00","0","0","-","3","4","42.86","0","0","-","0.00","100.00","1.000","2","2","0","25","100.00","2","2","0","100.00"
"23","Bill Guerin","NYI, PIT","R","78","3.1833333333333","1","2","33.33","1","2","33.33","0","2","0.00","0","1","0.00","0.04","0.24","14.77","1","2","33.33","0","2","0.00","0","1","0.00","1","0","100.00","0","0","-","0","0","-","0","0","-","-","50.00","0.50","1","3","1","6","50.00","1","6","1","50.00"
"83","Darcy Tucker","COL","R","63","6.2666666666667","3","6","33.33","2","4","33.33","0","4","0.00","0","1","0.00","0.14","0.48","23.04","2","4","33.33","0","2","0.00","0","1","0.00","2","2","50.00","0","0","-","0","1","0.00","0","0","-","-","75.00","0.75","1","1","3","10","25.00","1","1","3","25.00"
"115","Eric Boulton","ATL","L","76","0.7","1","2","33.33","1","1","50.00","1","1","50.00","0","0","-","0.11","0.03","76.49","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","1","1","-","0","1","0","-"
"174","Shawn Thornton","BOS","L","79","1.3333333333333","1","2","33.33","1","2","33.33","0","2","0.00","0","0","-","0.07","0.16","30.21","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","1","50.00","0","0","-","-","100.00","1.00","0","0","0","5","-","0","0","0","-"
"250","Ales Kotalik","BUF, EDM","R","75","3.3666666666667","2","4","33.33","1","3","25.00","0","2","0.00","0","1","0.00","0.01","0.66","1.52","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","1","0.00","2","2","50.00","0","0","-","-","50.00","0.50","1","3","1","11","50.00","1","3","2","33.33"
"299","Brian Pothier","WSH","D","9","4.2833333333333","1","2","33.33","1","2","33.33","1","2","33.33","0","0","-","0.07","0.07","48.68","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","1","2","9","0.00","2","1","3","40.00"
"379","Chris Thorburn","ATL","R","82","3.2166666666667","1","2","33.33","1","0","100.00","1","0","100.00","0","0","-","0.11","0","100.00","1","1","50.00","0","0","-","0","0","-","1","1","50.00","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","1","1","4","0.00","1","2","2","33.33"
"497","Jed Ortmeyer","NSH","R","2","1.5666666666667","1","2","33.33","1","2","33.33","1","2","33.33","0","0","-","0.07","0.15","31.65","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","3","-","0","0","0","-"
"510","Robert Nilsson","EDM","C","64","3.2833333333333","1","2","33.33","1","2","33.33","1","2","33.33","0","0","-","0.03","0.09","27.01","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","1","0","8","-","0","1","0","-"
"691","T.J. Hensick","COL","C","61","1.3666666666667","1","2","33.33","1","1","50.00","1","1","50.00","0","1","0.00","0.06","0.17","25.88","1","1","50.00","0","1","0.00","0","1","0.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","0.00","0.000","0","0","1","10","0.00","0","0","2","0.00"
"712","Clay Wilson","ATL, CBJ","D","7","1.5666666666667","1","2","33.33","0","2","0.00","0","2","0.00","0","0","-","0","0.17","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","0","3","-","1","0","0","100.00"
"755","John Scott","MIN","L","20","3.3666666666667","3","6","33.33","2","6","25.00","1","5","16.67","0","1","0.00","0.23","0.76","23.26","2","3","40.00","2","3","40.00","0","1","0.00","0","0","-","0","0","-","1","3","25.00","0","0","-","0.00","80.00","0.800","0","0","3","10","0.00","0","0","4","0.00"
"19","Mike Sillinger","NYI","C","7","9.15","5","11","31.25","4","8","33.33","4","4","50.00","0","1","0.00","0.27","0.71","27.22","2","4","33.33","2","2","50.00","0","1","0.00","0","2","0.00","0","0","-","3","7","30.00","0","0","-","0.00","75.00","0.750","1","0","11","9","8.33","3","0","12","20.00"
"790","Steven Stamkos","T.B","C","79","10.35","5","11","31.25","4","8","33.33","3","4","42.86","0","1","0.00","0.39","0.55","41.55","2","2","50.00","1","1","50.00","0","0","-","1","1","50.00","0","0","-","3","8","27.27","0","1","0.00","0.00","75.00","0.750","1","0","0","26","100.00","3","0","1","75.00"
"420","Marc-Andre Bergeron","MIN","D","72","15.666666666667","8","18","30.77","8","14","36.36","6","12","33.33","2","3","40.00","0.72","1.52","32.22","5","5","50.00","4","2","66.67","1","1","50.00","1","3","25.00","0","1","0.00","2","11","15.38","0","1","0.00","33.33","75.00","1.083","0","2","5","27","0.00","0","5","7","0.00"
"698","Darren Helm","DET","C","16","12.483333333333","4","9","30.77","3","7","30.00","1","6","14.29","0","2","0.00","0.33","0.96","25.70","3","6","33.33","1","2","33.33","0","1","0.00","2","4","33.33","0","1","0.00","1","3","25.00","0","0","-","0.00","66.67","0.667","0","1","3","24","0.00","0","1","4","0.00"
"38","Brian Rolston","N.J","R","64","13.466666666667","7","16","30.43","6","14","30.00","2","10","16.67","0","0","-","0.3","1.08","21.81","3","8","27.27","0","5","0.00","0","0","-","3","3","50.00","0","0","-","4","8","33.33","0","0","-","0.00","100.00","1.000","0","3","7","27","0.00","1","4","10","9.09"
"323","Kurtis Foster","MIN","D","10","8.6666666666667","3","7","30.00","3","5","37.50","3","2","60.00","1","0","100.00","0.27","0.3","47.31","2","3","40.00","2","1","66.67","1","0","100.00","0","2","0.00","0","0","-","0","3","0.00","0","0","-","33.33","100.00","1.333","0","1","3","9","0.00","0","1","4","0.00"
"785","Jack Hillen","NYI","D","40","15.466666666667","8","19","29.63","8","16","33.33","6","15","28.57","1","1","50.00","1.48","1.27","53.85","3","8","27.27","3","4","42.86","0","0","-","0","4","0.00","0","1","0.00","5","10","33.33","1","0","100.00","16.67","93.33","1.100","0","6","6","22","0.00","0","8","9","0.00"
"686","Keith Yandle","PHX","D","69","7.2333333333333","4","10","28.57","2","9","18.18","2","7","22.22","0","1","0.00","0.08","0.56","13.04","2","5","28.57","0","3","0.00","0","1","0.00","2","2","50.00","0","0","-","2","5","28.57","0","0","-","0.00","85.71","0.857","1","5","3","14","25.00","1","5","4","20.00"
"721","Bryan Little","ATL","C","79","3.4666666666667","2","5","28.57","2","2","50.00","0","1","0.00","0","0","-","0.14","0.07","66.50","2","2","50.00","0","0","-","0","0","-","2","2","50.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","1","1","1","3","50.00","1","1","2","33.33"
"487","Jonathan Ericsson","DET","D","19","38.016666666667","15","40","27.27","8","35","18.60","8","29","21.62","0","6","0.00","0.62","2.77","18.43","9","16","36.00","4","8","33.33","0","1","0.00","5","8","38.46","0","2","0.00","1","24","4.00","0","3","0.00","0.00","79.31","0.793","1","3","12","38","7.69","4","9","17","19.05"
"543","Alexandre Picard","OTT","D","47","25.966666666667","13","35","27.08","13","25","34.21","8","19","29.63","1","4","20.00","1.1","2.45","30.99","7","16","30.43","2","9","18.18","0","3","0.00","5","7","41.67","1","0","100.00","6","19","24.00","0","1","0.00","12.50","78.95","0.914","1","1","12","33","7.69","3","4","14","17.65"
"340","Erik Reitz","MIN, NYR","D","42","11.966666666667","7","19","26.92","7","15","31.82","6","10","37.50","0","3","0.00","0.52","1.27","28.98","6","9","40.00","1","4","20.00","0","2","0.00","5","5","50.00","0","0","-","0","10","0.00","0","1","0.00","0.00","70.00","0.700","0","1","4","24","0.00","1","4","4","20.00"
"68","Jason Arnott","NSH","C","65","14.916666666667","4","11","26.67","4","10","28.57","4","6","40.00","0","0","-","0.14","0.94","12.68","2","5","28.57","1","2","33.33","0","0","-","1","3","25.00","0","0","-","1","6","14.29","0","0","-","0.00","100.00","1.000","0","4","5","53","0.00","1","4","7","12.50"
"176","Joe Thornton","S.J","C","82","21.4","8","22","26.67","6","14","30.00","3","13","18.75","0","2","0.00","0.37","1.64","18.35","4","15","21.05","3","6","33.33","0","0","-","1","9","10.00","0","1","0.00","3","4","42.86","0","1","0.00","0.00","84.62","0.846","3","6","22","39","12.00","4","7","26","13.33"
"788","Anssi Salmela","ATL, N.J","D","26","8.0833333333333","4","11","26.67","4","11","26.67","3","8","27.27","0","1","0.00","0.09","0.83","9.78","1","5","16.67","1","4","20.00","0","1","0.00","0","1","0.00","0","0","-","3","6","33.33","0","0","-","0.00","87.50","0.875","1","1","5","8","16.67","2","2","6","25.00"
"501","Thomas Vanek","BUF","L","73","44.55","17","49","25.76","16","33","32.65","14","21","40.00","2","1","66.67","1.57","2.37","39.87","13","22","37.14","5","8","38.46","1","0","100.00","8","14","36.36","1","1","50.00","4","26","13.33","0","0","-","14.29","95.24","1.095","2","4","14","59","12.50","3","7","17","15.00"
"34","Doug Weight","NYI","C","53","7.9","2","6","25.00","2","5","28.57","2","2","50.00","1","0","100.00","0.3","0.25","54.53","2","2","50.00","2","0","100.00","1","0","100.00","0","2","0.00","0","0","-","0","4","0.00","0","0","-","50.00","100.00","1.500","0","3","9","14","0.00","0","6","9","0.00"
"112","Andre Roy","CGY","R","44","1.1333333333333","1","3","25.00","1","1","50.00","0","1","0.00","0","0","-","0.03","0.12","22.48","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","1","2","33.33","0","0","-","-","100.00","1.00","0","0","0","4","-","0","0","0","-"
"191","Adam Mair","BUF","C","75","5.3","1","3","25.00","1","3","25.00","0","3","0.00","0","0","-","0.12","0.25","32.30","1","2","33.33","1","1","50.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","2","3","5","11","28.57","2","3","5","28.57"
"255","Michael Ryder","BOS","R","74","1.6666666666667","1","3","25.00","1","3","25.00","1","3","25.00","0","0","-","0","0.22","0.35","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","1","3","0.00","0","0","2","0.00"
"411","Marek Svatos","COL","R","69","0.6","1","3","25.00","0","2","0.00","0","2","0.00","0","0","-","0","0.16","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","1","0","0","4","100.00","1","0","0","100.00"
"506","Andrei Kostitsyn","MTL","L","74","13.433333333333","6","18","25.00","3","14","17.65","3","11","21.43","0","6","0.00","0.08","1.26","5.65","1","10","9.09","0","6","0.00","0","4","0.00","1","4","20.00","0","1","0.00","3","7","30.00","0","1","0.00","0.00","45.45","0.455","0","2","6","18","0.00","1","2","6","14.29"
"567","Dustin Byfuglien","CHI","D","77","1.7666666666667","1","3","25.00","1","2","33.33","0","1","0.00","0","1","0.00","0.01","0.58","1.88","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","1","2","33.33","0","1","0.00","-","0.00","0.00","1","2","1","3","50.00","1","2","1","50.00"
"610","Alex Goligoski","PIT","D","45","3.4166666666667","2","6","25.00","1","6","14.29","1","5","16.67","0","1","0.00","0.08","0.47","14.50","1","4","20.00","1","1","50.00","0","1","0.00","0","3","0.00","0","0","-","0","2","0.00","0","0","-","0.00","80.00","0.800","1","1","2","7","33.33","1","2","2","33.33"
"702","Derek Joslin","S.J","D","12","4.7166666666667","2","6","25.00","2","6","25.00","0","3","0.00","0","0","-","0.07","0.82","8.03","1","4","20.00","0","3","0.00","0","0","-","1","1","50.00","0","0","-","1","2","33.33","0","0","-","-","100.00","1.00","0","1","4","5","0.00","0","1","4","0.00"
"725","Kevin Quick","T.B","D","6","2.0833333333333","2","6","25.00","2","4","33.33","2","3","40.00","1","0","100.00","0.15","0.36","29.33","2","4","33.33","0","1","0.00","0","0","-","2","3","40.00","1","0","100.00","0","2","0.00","0","0","-","50.00","100.00","1.500","0","0","0","3","-","0","0","1","0.00"
"746","Andreas Nodl","PHI","R","38","21.333333333333","7","21","25.00","5","14","26.32","5","10","33.33","0","1","0.00","0.14","0.89","13.77","2","9","18.18","2","3","40.00","0","1","0.00","0","6","0.00","0","0","-","2","11","15.38","0","0","-","0.00","90.00","0.900","5","5","11","18","31.25","6","7","12","33.33"
"771","David Perron","STL","L","81","1.9666666666667","1","3","25.00","1","2","33.33","1","1","50.00","0","0","-","0.08","0.16","32.89","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","6","-","0","0","0","-"
"283","Martin Erat","NSH","R","71","81.033333333333","30","92","24.59","26","67","27.96","22","47","31.88","2","4","33.33","2.18","5.22","29.44","17","43","28.33","8","16","33.33","2","3","40.00","9","27","25.00","0","1","0.00","6","45","11.76","0","0","-","9.09","91.49","1.006","1","16","14","144","6.67","3","24","17","15.00"
"261","Daniel Sedin","VAN","L","82","37.783333333333","13","40","24.53","10","33","23.26","7","23","23.33","0","2","0.00","0.46","2.89","13.78","5","23","17.86","1","10","9.09","0","2","0.00","4","13","23.53","0","0","-","5","16","23.81","0","0","-","0.00","91.30","0.913","1","7","16","87","5.88","6","11","19","24.00"
"764","Antti Pihlstrom","NSH","L","53","19.633333333333","6","19","24.00","5","13","27.78","2","9","18.18","0","1","0.00","0.25","1.38","15.35","1","13","7.14","1","4","20.00","0","1","0.00","0","9","0.00","0","0","-","4","5","44.44","0","0","-","0.00","88.89","0.889","1","1","2","36","33.33","1","2","2","33.33"
"218","Christian Backman","CBJ","D","56","30.95","10","33","23.26","7","24","22.58","5","17","22.73","0","5","0.00","0.53","2.21","19.32","6","16","27.27","3","7","30.00","0","2","0.00","3","9","25.00","0","3","0.00","2","14","12.50","0","0","-","0.00","70.59","0.706","3","4","5","41","37.50","4","4","8","33.33"
"334","Lubomir Visnovsky","EDM","D","50","25.566666666667","10","33","23.26","8","26","23.53","7","19","26.92","0","5","0.00","0.64","2.23","22.25","6","14","30.00","3","6","33.33","0","2","0.00","3","8","27.27","0","1","0.00","2","18","10.00","0","2","0.00","0.00","73.68","0.737","0","6","12","38","0.00","3","8","14","17.65"
"209","David Legwand","NSH","C","73","153.03333333333","58","193","23.11","52","146","26.26","40","103","27.97","4","16","20.00","4.49","13.18","25.42","31","91","25.41","18","36","33.33","3","10","23.08","13","55","19.12","0","4","0.00","17","90","15.89","1","2","33.33","10.00","84.47","0.945","3","20","51","191","5.56","8","35","68","10.53"
