"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"781","Jarred Tinordi","MTL","D","8","86.466666666667","100","56","64.10","70","41","63.06","58","32","64.44","7","2","77.78","3.4","2.01","62.82","39","24","61.90","17","13","56.67","3","2","60.00","22","11","66.67","1","0","100.00","49","28","63.64","3","0","100.00","12.07","93.75","1.058","14","15","5","85","73.68","30","31","15","66.67"
"579","Jake Muzzin","L.A","D","45","701.03333333333","763","428","64.06","564","334","62.81","399","233","63.13","32","15","68.09","29.02","17.54","62.33","326","185","63.80","119","83","58.91","13","11","54.17","207","102","66.99","10","2","83.33","365","205","64.04","9","2","81.82","8.02","93.56","1.016","138","171","94","557","59.48","284","243","178","61.47"
"65","Henrik Tallinder","N.J","D","25","399.16666666667","384","218","63.79","284","170","62.56","193","129","59.94","10","11","47.62","15.92","8.98","63.95","180","100","64.29","65","37","63.73","4","7","36.36","115","63","64.61","4","3","57.14","175","99","63.87","2","1","66.67","5.18","91.47","0.967","53","95","42","340","55.79","117","151","92","55.98"
"140","Justin Williams","L.A","R","48","696.5","811","469","63.36","623","367","62.93","438","272","61.69","37","21","63.79","35.8","21.62","62.34","344","197","63.59","140","86","61.95","15","10","60.00","204","111","64.76","13","4","76.47","396","228","63.46","9","6","60.00","8.45","92.28","1.007","138","182","94","483","59.48","257","263","187","57.88"
"771","Riley Sheahan","DET","C","1","6.7833333333333","5","3","62.50","5","3","62.50","4","3","57.14","0","0","-","0.14","0.03","80.59","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","3","3","50.00","0","0","-","0.00","100.00","1.000","0","0","1","10","0.00","0","0","2","0.00"
"828","Harri Pesonen","N.J","C","4","36.733333333333","30","18","62.50","20","16","55.56","16","11","59.26","0","1","0.00","0.77","1.19","39.33","12","9","57.14","4","6","40.00","0","1","0.00","8","3","72.73","0","0","-","15","7","68.18","0","0","-","0.00","90.91","0.909","7","9","4","34","63.64","11","11","9","55.00"
"456","Peter Harrold","N.J","D","23","353.88333333333","319","194","62.18","232","153","60.26","161","114","58.55","5","13","27.78","11.99","8.27","59.17","140","84","62.50","49","30","62.03","3","8","27.27","91","54","62.76","2","3","40.00","152","92","62.30","0","2","0.00","3.11","88.60","0.917","47","65","28","331","62.67","106","105","65","61.99"
"105","Daniel Sedin","VAN","L","47","716.18333333333","774","480","61.72","555","375","59.68","393","301","56.63","35","21","62.50","31.74","21.82","59.27","364","248","59.48","166","86","65.87","21","12","63.64","198","162","55.00","6","6","50.00","344","197","63.59","7","3","70.00","8.91","93.02","1.019","213","190","85","511","71.48","337","237","172","66.21"
"321","David Clarkson","N.J","R","48","669.86666666667","688","428","61.65","517","333","60.82","377","235","61.60","21","24","46.67","31.49","21.79","59.11","335","207","61.81","141","73","65.89","11","11","50.00","194","134","59.15","9","8","52.94","309","187","62.30","0","5","0.00","5.57","89.79","0.954","104","177","95","529","52.26","206","269","195","51.37"
"401","Anze Kopitar","L.A","C","47","760.46666666667","859","542","61.31","657","429","60.50","469","315","59.82","39","25","60.94","37.31","24.99","59.89","373","245","60.36","150","98","60.48","14","15","48.28","223","147","60.27","14","5","73.68","416","257","61.81","11","4","73.33","8.32","92.06","1.004","141","191","106","495","57.09","279","272","218","56.14"
"280","Patrice Bergeron","BOS","C","42","625.5","764","485","61.17","575","357","61.70","400","265","60.15","36","13","73.47","34.01","21.44","61.33","332","218","60.36","119","78","60.41","18","4","81.82","213","140","60.34","9","6","60.00","361","232","60.88","8","2","80.00","9.00","95.09","1.041","87","177","149","391","36.86","212","245","286","42.57"
"742","Ryan Stanton","CHI","D","1","16.35","22","14","61.11","16","8","66.67","9","5","64.29","1","0","100.00","0.78","0.29","73.14","9","4","69.23","5","1","83.33","0","0","-","4","3","57.14","0","0","-","10","6","62.50","1","0","100.00","11.11","100.00","1.111","1","3","4","15","20.00","3","4","7","30.00"
"184","Aaron Johnson","BOS","D","10","139.1","155","99","61.02","108","73","59.67","75","53","58.59","4","4","50.00","5.54","4.3","56.27","61","48","55.96","20","23","46.51","2","2","50.00","41","25","62.12","2","1","66.67","82","43","65.60","0","1","0.00","5.33","92.45","0.978","17","30","11","129","60.71","46","40","33","58.23"
"106","Henrik Sedin","VAN","C","48","748.96666666667","801","512","61.01","585","400","59.39","416","317","56.75","39","20","66.10","34","23.17","59.47","375","257","59.34","177","87","67.05","23","10","69.70","198","170","53.80","7","6","53.85","359","210","63.09","8","4","66.67","9.38","93.69","1.031","208","183","100","513","67.53","338","238","189","64.14"
"728","Gabriel Dumont","MTL","C","10","93.133333333333","106","68","60.92","83","45","64.84","62","30","67.39","2","1","66.67","5.41","1.96","73.37","50","24","67.57","23","10","69.70","1","0","100.00","27","14","65.85","1","1","50.00","49","38","56.32","0","0","-","3.23","96.67","0.999","20","29","24","73","45.45","34","37","34","50.00"
"10","Todd Bertuzzi","DET","R","7","85.9","81","52","60.90","58","38","60.42","48","23","67.61","5","2","71.43","2.78","2.31","54.64","35","30","53.85","13","13","50.00","2","1","66.67","22","17","56.41","3","0","100.00","37","20","64.91","0","1","0.00","10.42","91.30","1.017","30","21","15","51","66.67","45","28","21","68.18"
"710","Tomas Tatar","DET","L","18","172","174","112","60.84","125","83","60.10","87","63","58.00","8","6","57.14","6.31","4.94","56.11","75","54","58.14","29","18","61.70","7","3","70.00","46","36","56.10","0","2","0.00","86","50","63.24","1","1","50.00","9.20","90.48","0.997","33","35","29","129","53.23","48","49","48","50.00"
"345","David Booth","VAN","L","12","148.35","138","89","60.79","95","66","59.01","74","56","56.92","4","7","36.36","6.01","4.07","59.64","59","39","60.20","25","21","54.35","2","6","25.00","34","18","65.38","1","0","100.00","65","43","60.19","1","1","50.00","5.41","87.50","0.929","18","48","26","120","40.91","40","61","45","47.06"
"72","Tom Kostopoulos","N.J","R","15","130.98333333333","107","70","60.45","87","56","60.84","62","36","63.27","2","3","40.00","4.06","2.65","60.51","46","30","60.53","17","6","73.91","0","1","0.00","29","24","54.72","1","2","33.33","56","34","62.22","1","0","100.00","3.23","91.67","0.949","18","33","14","133","56.25","28","42","23","54.90"
"779","Tyler Seguin","BOS","C","48","709.75","850","558","60.37","644","423","60.36","459","309","59.77","43","19","69.35","39.38","25.95","60.28","381","255","59.91","143","92","60.85","26","9","74.29","238","163","59.35","9","8","52.94","399","264","60.18","7","2","77.78","9.37","93.85","1.032","112","184","83","483","57.44","250","268","212","54.11"
"577","Max Pacioretty","MTL","L","44","587.61666666667","697","459","60.29","496","323","60.56","359","228","61.16","36","27","57.14","29.22","19.16","60.39","291","197","59.63","133","76","63.64","23","14","62.16","158","121","56.63","7","7","50.00","337","219","60.61","5","5","50.00","10.03","88.16","0.982","149","156","65","410","69.63","248","225","135","64.75"
"49","Michal Rozsival","CHI","D","27","448.98333333333","439","290","60.22","334","209","61.51","251","157","61.52","29","12","70.73","18.23","13.27","57.87","207","152","57.66","72","60","54.55","13","8","61.90","135","92","59.47","11","3","78.57","199","116","63.17","4","1","80.00","11.55","92.36","1.039","69","56","43","349","61.61","158","119","94","62.70"
"265","Dustin Brown","L.A","R","46","707.43333333333","767","508","60.16","570","407","58.34","406","294","58.00","29","23","55.77","32.84","22.72","59.10","331","231","58.90","121","98","55.25","10","14","41.67","210","133","61.22","11","5","68.75","368","243","60.23","8","3","72.73","7.14","92.18","0.993","140","198","97","457","59.07","254","272","193","56.82"
"801","Jean-Gabriel Pageau","OTT","C","9","95.233333333333","102","68","60.00","76","53","58.91","61","37","62.24","5","2","71.43","5.86","2.92","66.72","47","26","64.38","28","12","70.00","3","2","60.00","19","14","57.58","2","0","100.00","49","35","58.33","0","0","-","8.20","94.59","1.028","18","20","19","80","48.65","26","23","27","49.06"
"461","Brad Marchand","BOS","L","45","626.48333333333","761","510","59.87","569","389","59.39","396","288","57.89","37","16","69.81","33.49","23.49","58.77","345","234","59.59","118","88","57.28","20","8","71.43","227","146","60.86","9","6","60.00","354","239","59.70","8","2","80.00","9.34","94.44","1.038","101","155","85","438","54.30","222","238","204","52.11"
"234","David Van Der Gulik","COL","L","9","69.166666666667","67","45","59.82","48","35","57.83","39","27","59.09","4","2","66.67","2.27","2","53.21","23","20","53.49","13","8","61.90","4","2","66.67","10","12","45.45","0","0","-","39","21","65.00","0","0","-","10.26","92.59","1.028","12","16","14","77","46.15","20","25","27","42.55"
"581","Alec Martinez","L.A","D","27","378","380","257","59.65","285","190","60.00","193","129","59.94","9","11","45.00","15.15","9.69","60.99","157","115","57.72","63","43","59.43","4","5","44.44","94","72","56.63","3","2","60.00","190","122","60.90","2","4","33.33","4.66","91.47","0.961","64","90","41","335","60.95","129","122","74","63.55"
"661","Zach Redmond","WPG","D","8","133.4","133","90","59.64","98","64","60.49","67","40","62.62","3","4","42.86","5.57","4.05","57.92","58","41","58.59","24","17","58.54","2","4","33.33","34","24","58.62","1","0","100.00","62","39","61.39","0","0","-","4.48","90.00","0.945","18","28","16","91","52.94","32","51","33","49.23"
"646","Andrei Loktionov","N.J","C","28","355.1","338","229","59.61","248","164","60.19","182","124","59.48","14","14","50.00","12.92","10.79","54.49","155","117","56.99","49","42","53.85","6","8","42.86","106","75","58.56","6","4","60.00","162","91","64.03","2","2","50.00","7.69","88.71","0.964","58","66","31","302","65.17","105","107","74","58.66"
"20","Patrik Elias","N.J","C","48","648.61666666667","623","423","59.56","465","334","58.20","331","237","58.27","23","19","54.76","30.63","21.46","58.81","319","204","60.99","136","74","64.76","10","12","45.45","183","130","58.47","8","7","53.33","266","184","59.11","4","0","100.00","6.95","91.98","0.989","109","168","87","520","55.61","202","275","182","52.60"
"613","Erik Karlsson","OTT","D","17","354.1","429","293","59.42","305","235","56.48","218","177","55.19","16","9","64.00","15.45","11.57","57.17","175","109","61.62","53","49","51.96","5","6","45.45","122","60","67.03","6","1","85.71","220","165","57.14","5","2","71.43","7.34","94.92","1.023","63","89","43","202","59.43","142","130","99","58.92"
"713","Eric Gelinas","N.J","D","1","15.083333333333","10","7","58.82","10","7","58.82","6","5","54.55","0","1","0.00","0.31","0.53","36.89","3","3","50.00","0","3","0.00","0","1","0.00","3","0","100.00","0","0","-","7","4","63.64","0","0","-","0.00","80.00","0.800","2","5","1","12","66.67","4","5","1","80.00"
"752","Mats Zuccarello","NYR","R","15","210.03333333333","250","179","58.28","187","118","61.31","137","83","62.27","15","5","75.00","11.55","6.85","62.76","118","73","61.78","53","30","63.86","10","2","83.33","65","43","60.19","4","2","66.67","109","90","54.77","1","1","50.00","10.95","93.98","1.049","44","41","26","147","62.86","85","59","48","63.91"
"595","Davis Drewiske","L.A, MTL","D","29","350.11666666667","351","253","58.11","253","192","56.85","183","139","56.83","14","11","56.00","16.65","9.06","64.75","166","104","61.48","83","34","70.94","8","5","61.54","83","70","54.25","4","5","44.44","146","126","53.68","2","0","100.00","7.65","92.09","0.997","57","67","41","353","58.16","115","95","84","57.79"
"61","Marian Hossa","CHI","R","40","560.5","550","397","58.08","426","298","58.84","328","228","58.99","31","11","73.81","27.14","16.59","62.06","274","183","59.96","116","72","61.70","17","7","70.83","158","111","58.74","10","1","90.91","249","182","57.77","3","2","60.00","9.45","95.18","1.046","90","186","70","380","56.25","198","273","156","55.93"
"625","Patrick Wiercioch","OTT","D","42","559.6","643","467","57.93","471","361","56.61","342","270","55.88","21","12","63.64","24.57","19.45","55.82","267","205","56.57","100","85","54.05","12","8","60.00","167","120","58.19","5","3","62.50","334","228","59.43","4","1","80.00","6.14","95.56","1.017","114","112","63","488","64.41","204","161","121","62.77"
"100","Pavel Datsyuk","DET","C","47","713.01666666667","720","523","57.92","520","388","57.27","364","281","56.43","38","16","70.37","29.47","21.08","58.30","315","236","57.17","128","100","56.14","21","14","60.00","187","136","57.89","6","0","100.00","339","241","58.45","10","2","83.33","10.44","94.31","1.047","154","168","107","455","59.00","242","217","198","55.00"
"766","Vladimir Tarasenko","STL","R","38","440.85","431","314","57.85","330","235","58.41","225","172","56.68","16","15","51.61","16.9","13.85","54.96","186","142","56.71","60","62","49.18","9","11","45.00","126","80","61.17","3","3","50.00","210","140","60.00","4","1","80.00","7.11","91.28","0.984","98","99","40","445","71.01","173","133","86","66.80"
"204","Marc-Andre Bergeron","CAR, T.B","D","25","270.6","312","228","57.78","230","177","56.51","170","130","56.67","11","14","44.00","12.81","12.12","51.37","134","118","53.17","55","54","50.46","6","12","33.33","79","64","55.24","2","1","66.67","150","97","60.73","3","1","75.00","6.47","89.23","0.957","77","52","21","214","78.57","139","86","49","73.94"
"601","Drew Doughty","L.A","D","48","1016.2166666667","991","726","57.72","747","571","56.68","507","426","54.34","42","39","51.85","44.08","32.58","57.50","420","345","54.90","160","136","54.05","19","25","43.18","260","209","55.44","9","9","50.00","476","324","59.50","12","4","75.00","8.28","90.85","0.991","172","255","133","710","56.39","361","374","296","54.95"
"254","Alexandre Burrows","VAN","L","47","662.28333333333","674","494","57.71","502","370","57.57","358","289","55.33","35","18","66.04","30.9","20.68","59.91","318","233","57.71","150","75","66.67","21","7","75.00","168","158","51.53","6","6","50.00","294","211","58.22","7","5","58.33","9.78","93.77","1.035","181","156","90","516","66.79","294","203","183","61.64"
"416","Matt Kassian","OTT","L","15","95.716666666667","90","66","57.69","64","56","53.33","44","43","50.57","3","3","50.00","3.02","2.74","52.36","24","27","47.06","11","10","52.38","2","2","50.00","13","17","43.33","0","0","-","54","32","62.79","1","1","50.00","6.82","93.02","0.998","33","22","17","75","66.00","42","28","29","59.15"
"435","Mark Fayne","N.J","D","31","479.2","417","306","57.68","317","223","58.70","225","163","57.99","18","13","58.06","18.33","10.99","62.52","205","122","62.69","80","45","64.00","8","4","66.67","125","77","61.88","7","7","50.00","189","150","55.75","3","2","60.00","8.00","92.02","1.000","59","135","67","398","46.83","127","201","147","46.35"
"260","Milan Michalek","OTT","L","23","329.2","396","291","57.64","281","225","55.53","195","164","54.32","16","9","64.00","15.78","11.13","58.64","140","119","54.05","52","48","52.00","7","2","77.78","88","71","55.35","3","5","37.50","220","155","58.67","6","2","75.00","8.21","94.51","1.027","91","89","49","203","65.00","140","120","89","61.14"
"193","Marek Zidlicky","N.J","D","48","821.78333333333","787","580","57.57","582","439","57.00","405","323","55.63","24","33","42.11","33.58","27.87","54.65","366","284","56.31","144","111","56.47","9","21","30.00","222","173","56.20","11","9","55.00","367","256","58.91","4","3","57.14","5.93","89.78","0.957","115","207","78","675","59.59","280","326","187","59.96"
"27","Wade Redden","BOS, STL","D","29","409.4","385","284","57.55","289","206","58.38","204","146","58.29","17","19","47.22","16.03","10.86","59.60","161","128","55.71","68","58","53.97","11","15","42.31","93","70","57.06","2","3","40.00","199","132","60.12","4","1","80.00","8.33","86.99","0.953","81","109","64","352","55.86","147","152","118","55.47"
"697","Jared Cowen","OTT","D","7","118.43333333333","119","88","57.49","83","60","58.04","61","46","57.01","3","2","60.00","4.71","3.49","57.42","38","44","46.34","19","17","52.78","1","1","50.00","19","27","41.30","0","1","0.00","68","37","64.76","2","0","100.00","4.92","95.65","1.006","27","25","16","87","62.79","46","42","29","61.33"
"6","Roman Hamrlik","NYR, WSH","D","16","177.11666666667","169","125","57.48","127","86","59.62","85","61","58.22","3","7","30.00","5.96","4.69","55.99","67","61","52.34","26","19","57.78","2","3","40.00","41","42","49.40","1","2","33.33","83","52","61.48","0","2","0.00","3.53","88.52","0.921","28","31","12","123","70.00","58","42","24","70.73"
"92","Alexei Ponikarovsky","N.J, WPG","L","42","518.1","465","344","57.48","345","258","57.21","219","194","53.03","15","15","50.00","17.94","13.24","57.53","212","159","57.14","73","55","57.03","6","8","42.86","139","104","57.20","5","4","55.56","223","151","59.63","4","3","57.14","6.85","92.27","0.991","83","120","58","429","58.87","168","180","127","56.95"
"783","Brendan Gallagher","MTL","R","44","503.75","592","438","57.48","427","299","58.82","328","207","61.31","35","25","58.33","25.34","16.86","60.05","269","191","58.48","122","63","65.95","22","13","62.86","147","128","53.45","7","7","50.00","269","208","56.39","6","4","60.00","10.67","87.92","0.986","126","150","56","396","69.23","217","215","106","67.18"
"506","Jonathan Toews","CHI","C","47","716.33333333333","714","529","57.44","552","380","59.23","425","293","59.19","49","21","70.00","33.6","22.19","60.23","368","249","59.64","148","91","61.92","25","12","67.57","220","158","58.20","17","4","80.95","312","234","57.14","7","3","70.00","11.53","92.83","1.044","103","229","85","455","54.79","250","335","203","55.19"
"472","Milan Lucic","BOS","L","46","684.7","789","585","57.42","575","439","56.71","410","319","56.24","38","28","57.58","30.74","26.1","54.08","359","268","57.26","137","105","56.61","27","12","69.23","222","163","57.66","8","11","42.11","369","279","56.94","3","4","42.86","9.27","91.22","1.005","104","157","67","486","60.82","224","233","168","57.14"
"451","David Desharnais","MTL","C","48","646","704","523","57.38","507","369","57.88","368","262","58.41","32","33","49.23","27.15","21.21","56.14","293","236","55.39","132","91","59.19","21","19","52.50","161","145","52.61","5","8","38.46","343","245","58.33","5","5","50.00","8.70","87.40","0.961","152","169","69","451","68.78","255","248","153","62.50"
"637","Adam Henrique","N.J","C","42","580.96666666667","546","408","57.23","396","303","56.65","262","229","53.36","18","23","43.90","23.69","19.39","54.98","256","204","55.65","99","75","56.90","7","13","35.00","157","129","54.90","9","10","47.37","253","170","59.81","2","0","100.00","6.87","89.96","0.968","98","141","77","436","56.00","170","224","181","48.43"
"582","Joakim Andersson","DET","C","38","399.91666666667","386","289","57.19","293","225","56.56","208","167","55.47","15","13","53.57","17.32","10.97","61.24","184","132","58.23","75","51","59.52","9","9","50.00","109","81","57.37","3","1","75.00","180","134","57.32","3","3","50.00","7.21","92.22","0.994","86","70","58","346","59.72","118","104","101","53.88"
"326","Evgeni Malkin","PIT","C","31","470.1","517","390","57.00","394","292","57.43","291","199","59.39","24","16","60.00","25.95","17.28","60.03","269","172","61.00","110","73","60.11","11","12","47.83","159","99","61.63","8","2","80.00","225","192","53.96","4","2","66.67","8.25","91.96","1.002","95","98","45","319","67.86","180","161","104","63.38"
"334","Travis Zajac","N.J","C","48","704.48333333333","638","483","56.91","476","371","56.20","341","281","54.82","19","23","45.24","28.07","22.51","55.50","292","231","55.83","127","82","60.77","10","15","40.00","165","149","52.55","5","6","45.45","304","210","59.14","4","2","66.67","5.57","91.81","0.974","135","176","102","521","56.96","232","278","202","53.46"
"258","Nathan Horton","BOS","R","43","631.83333333333","721","548","56.82","516","406","55.97","371","294","55.79","32","29","52.46","28.26","25.22","52.84","334","242","57.99","119","93","56.13","20","15","57.14","215","149","59.07","11","10","52.38","326","265","55.16","1","3","25.00","8.63","90.14","0.988","103","159","54","447","65.61","204","232","132","60.71"
"445","Anton Stralman","NYR","D","48","767.73333333333","784","597","56.77","577","445","56.46","427","331","56.33","41","28","59.42","34.81","26.85","56.45","369","277","57.12","159","124","56.18","26","13","66.67","210","153","57.85","11","10","52.38","358","274","56.65","4","5","44.44","9.60","91.54","1.011","131","145","97","551","57.46","251","241","190","56.92"
"803","Brandon Saad","CHI","L","46","647.13333333333","637","485","56.77","491","356","57.97","375","269","58.23","35","18","66.04","29.82","20.45","59.32","336","226","59.79","132","89","59.73","17","11","60.71","204","137","59.82","14","3","82.35","274","220","55.47","4","2","66.67","9.33","93.31","1.026","108","216","70","433","60.67","220","307","165","57.14"
"663","Matt Bartkowski","BOS","D","11","145.61666666667","160","122","56.74","106","102","50.96","75","72","51.02","5","5","50.00","6.54","6.49","50.21","67","60","52.76","26","27","49.06","5","2","71.43","41","33","55.41","0","3","0.00","82","57","58.99","0","0","-","6.67","93.06","0.997","31","37","18","103","63.27","63","47","41","60.58"
"149","Lubomir Visnovsky","NYI","D","35","652.51666666667","691","528","56.69","489","368","57.06","377","256","59.56","34","22","60.71","31.84","23.55","57.48","361","263","57.85","143","111","56.30","17","15","53.13","218","152","58.92","14","4","77.78","267","209","56.09","3","1","75.00","9.02","91.41","1.004","83","137","73","448","53.21","203","226","153","57.02"
"558","Brendan Smith","DET","D","34","542.21666666667","513","393","56.62","392","301","56.57","283","219","56.37","13","13","50.00","19.29","15.61","55.27","217","163","57.11","78","72","52.00","6","9","40.00","139","91","60.43","4","2","66.67","251","192","56.66","2","2","50.00","4.59","94.06","0.987","96","105","76","442","55.81","178","156","136","56.69"
"748","Brandon Bollig","CHI","L","25","197.73333333333","180","138","56.60","136","103","56.90","99","81","55.00","5","6","45.45","5.45","6.21","46.74","73","66","52.52","20","30","40.00","1","4","20.00","53","36","59.55","4","0","100.00","93","52","64.14","0","2","0.00","5.05","92.59","0.976","40","36","22","176","64.52","75","57","48","60.98"
"551","P.K. Subban","MTL","D","42","716.85","737","566","56.56","524","385","57.65","382","277","57.97","37","24","60.66","29.79","24.22","55.16","304","246","55.27","127","102","55.46","25","15","62.50","177","144","55.14","8","4","66.67","360","269","57.23","4","5","44.44","9.69","91.34","1.010","114","142","86","510","57.00","266","250","220","54.73"
"823","Matt Tennyson","S.J","D","4","62.266666666667","82","63","56.55","62","43","59.05","47","31","60.26","5","3","62.50","3.07","2.19","58.36","32","22","59.26","9","11","45.00","0","1","0.00","23","11","67.65","4","1","80.00","45","37","54.88","1","1","50.00","10.64","90.32","1.010","11","9","9","49","55.00","22","18","20","52.38"
"271","Brent Burns","S.J","D","30","430.61666666667","486","376","56.38","345","275","55.65","241","197","55.02","21","19","52.50","20.44","16.46","55.39","239","163","59.45","80","65","55.17","11","7","61.11","159","98","61.87","7","6","53.85","207","184","52.94","2","5","28.57","8.71","90.36","0.991","78","88","64","339","54.93","169","148","132","56.15"
"349","David Krejci","BOS","C","47","750.38333333333","835","646","56.38","597","481","55.38","427","347","55.17","38","35","52.05","32.37","28.56","53.12","365","289","55.81","135","105","56.25","26","16","61.90","230","184","55.56","9","11","45.00","407","312","56.61","3","7","30.00","8.90","89.91","0.988","108","169","96","487","52.94","230","260","204","53.00"
"507","Bobby Sanguinetti","CAR","D","37","479.18333333333","563","436","56.36","409","331","55.27","293","233","55.70","19","25","43.18","26.46","21.58","55.09","271","222","54.97","109","103","51.42","13","20","39.39","162","119","57.65","4","2","66.67","239","178","57.31","2","3","40.00","6.48","89.27","0.958","89","97","54","387","62.24","177","148","115","60.62"
"772","Tye McGinn","PHI","L","18","198.45","206","160","56.28","137","111","55.24","103","77","57.22","7","7","50.00","7.54","5.54","57.65","80","71","52.98","27","19","58.70","7","3","70.00","53","52","50.48","0","4","0.00","106","73","59.22","0","0","-","6.80","90.91","0.977","46","52","33","122","58.23","67","73","66","50.38"
"394","Sidney Crosby","PIT","C","36","576.7","676","526","56.24","507","390","56.52","366","293","55.54","50","22","69.44","34.34","22.77","60.13","367","232","61.27","142","100","58.68","23","14","62.16","225","132","63.03","19","2","90.48","272","239","53.23","7","4","63.64","13.66","92.49","1.062","98","146","97","330","50.26","194","217","216","47.32"
"837","Danny DeKeyser","DET","D","11","170.78333333333","168","131","56.19","131","102","56.22","84","79","51.53","4","1","80.00","8.05","5.6","58.98","80","65","55.17","28","30","48.28","3","1","75.00","52","35","59.77","1","0","100.00","79","56","58.52","0","0","-","4.76","98.73","1.035","23","33","15","158","60.53","51","47","36","58.62"
"414","Justin Abdelkader","DET","L","48","653.65","613","479","56.14","450","353","56.04","315","255","55.26","23","16","58.97","25.94","19.41","57.21","267","213","55.63","108","91","54.27","15","10","60.00","159","122","56.58","2","3","40.00","300","225","57.14","6","2","75.00","7.30","93.73","1.010","120","170","102","466","54.05","191","212","175","52.19"
