Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
556,Matej Blumel,24-25,DAL,R,7,59.03,1,0,0,1,10,12,15,0.99,10,8.33,8.25,1,2,1,6,5,0,1,0,0,1,0,0,0
557,Mathew Barzal,24-25,NYI,C,30,610.48,6,11,3,20,78,116,171,9.17,7.69,5.17,7.91,24,36,10,24,17,2,5,0,0,3,22,30,-8
558,Mathieu Joseph,24-25,STL,R,60,714.45,4,6,4,14,69,105,138,7.84,5.8,3.81,7.47,36,25,16,121,61,9,11,0,0,2,32,32,0
559,Mathieu Olivier,24-25,CBJ,R,82,1185.65,18,6,8,32,111,152,199,13.41,16.22,11.84,8.82,80,49,22,303,71,27,13,15,15,-14,14,22,-8
560,Matias MacCelli,24-25,UTA,L,55,755.07,8,7,3,18,85,142,200,8.75,9.41,5.63,6.16,10,46,11,6,53,4,6,0,0,2,6,6,0
561,Mats Zuccarello,24-25,MIN,R,69,1356.28,19,22,13,54,152,220,294,15.4,12.5,8.64,7,48,77,29,32,51,11,25,0,0,14,14,21,-7
562,Matt Benning,24-25,S.J,D,7,91.28,0,0,0,0,7,9,15,0.29,0,0,3.22,10,4,1,9,9,2,2,0,0,0,0,0,0
563,Matt Boldy,24-25,MIN,L,82,1663.42,27,23,23,73,272,426,551,33.45,9.93,6.34,7.85,69,84,43,51,117,23,16,1,1,-7,58,67,-9
564,Matt Coronato,24-25,CGY,R,77,1353.63,24,14,9,47,180,268,375,22.51,13.33,8.96,8.4,37,48,23,36,99,10,15,1,1,5,69,90,-21
565,Matt Duchene,24-25,DAL,C,82,1405.72,30,26,26,82,150,221,295,22.41,20,13.57,10.14,21,78,21,29,58,6,9,0,0,3,440,400,40
566,Matt Dumba,24-25,DAL,D,63,963.9,1,6,3,10,57,109,199,3.15,1.75,0.92,2.89,60,62,16,70,95,20,6,2,2,-14,0,0,0
567,Matt Grzelcyk,24-25,PIT,D,82,1690.18,1,19,20,40,94,160,258,4.12,1.06,0.62,2.58,101,85,32,43,103,8,6,0,0,-2,0,0,0
568,Matt Martin,24-25,NYI,L,32,273.57,0,2,0,2,17,34,39,1.99,0,0,5.85,19,15,3,82,10,0,1,2,2,1,8,7,1
569,Matt Nieto,24-25,PIT,L,32,392,1,1,1,3,31,40,46,2.48,3.23,2.5,6.2,20,19,1,39,35,2,1,0,0,-1,2,3,-1
570,Matt Rempe,24-25,NYR,C,42,357.32,3,2,3,8,30,48,59,4.44,10,6.25,9.25,14,8,4,117,53,16,10,5,4,-7,2,11,-9
571,Matt Roy,24-25,WSH,D,69,1371.65,3,13,8,24,84,148,247,4.51,3.57,2.03,3.05,113,91,15,114,133,10,6,1,1,-4,0,0,0
572,Matt Savoie,24-25,EDM,C,4,50.07,0,1,0,1,6,10,15,1.12,0,0,11.2,1,1,1,3,2,0,0,0,0,0,4,2,2
573,Matthew Highmore,24-25,OTT,C,41,457.77,2,3,1,6,34,54,67,4.85,5.88,3.7,8.98,19,23,4,50,42,5,11,0,0,6,5,14,-9
574,Matthew Kessel,24-25,STL,D,29,381.07,0,2,1,3,17,30,55,0.84,0,0,2.8,23,31,6,21,33,5,4,0,0,-1,0,0,0
575,Matthew Knies,24-25,TOR,L,78,1444.17,29,17,12,58,152,220,258,28.7,19.08,13.18,13.05,41,51,14,181,87,19,23,1,1,4,0,1,-1
576,Matthew Poitras,24-25,BOS,C,33,431.9,1,7,3,11,29,54,75,3.65,3.45,1.85,6.76,10,28,14,12,49,4,12,0,0,8,59,70,-11
577,Matthew Tkachuk,24-25,FLA,L,52,948.03,22,23,12,57,156,237,316,24.15,14.1,9.28,10.19,12,47,10,84,27,22,22,0,1,1,1,4,-3
578,Matthew Wood,24-25,NSH,R,6,69.48,0,1,0,1,8,14,17,0.76,0,0,5.43,2,5,2,2,5,1,0,0,0,-1,1,2,-1
579,Mattias Ekholm,24-25,EDM,D,65,1442.75,9,9,15,33,145,215,330,8.27,6.21,4.19,3.85,95,83,35,41,78,15,7,0,0,-8,0,0,0
580,Mattias Janmark,24-25,EDM,C,80,1063.78,2,11,5,18,51,84,109,9.04,3.92,2.38,10.76,35,47,20,45,87,11,14,0,0,3,97,142,-45
581,Mattias Samuelsson,24-25,BUF,D,62,1196.27,4,6,4,14,52,78,106,1.61,7.69,5.13,2.06,92,55,11,104,98,6,6,0,0,0,0,0,0
582,Matty Beniers,24-25,SEA,C,82,1532.4,20,14,9,43,147,243,322,18.79,13.61,8.23,7.73,77,72,28,42,124,7,22,0,0,15,569,623,-54
583,Matvei Michkov,24-25,PHI,R,80,1334.75,26,21,16,63,199,283,359,28.38,13.07,9.19,10.03,23,82,14,29,73,18,22,0,0,4,19,22,-3
584,Maveric Lamoureux,24-25,UTA,D,15,241.87,1,1,1,3,17,28,41,0.83,5.88,3.57,2.96,11,16,3,18,24,11,3,2,1,-9,0,0,0
585,Mavrik Bourque,24-25,DAL,C,73,925.93,11,7,7,25,80,129,165,12.8,13.75,8.53,9.92,37,39,12,46,106,4,15,0,0,11,161,187,-26
586,Max Domi,24-25,TOR,C,74,1048.67,8,19,6,33,92,135,186,8.95,8.7,5.93,6.63,30,69,21,31,49,23,8,4,4,-15,273,271,2
587,Max Jones,24-25,BOS,L,7,70.07,0,0,0,0,2,3,7,0.07,0,0,2.33,3,4,0,14,4,4,2,0,0,-2,0,0,0
588,Max Jones,24-25,EDM,L,19,173.83,1,1,0,2,15,27,37,1.95,6.67,3.7,7.22,5,4,1,57,10,5,1,0,0,-4,0,0,0
589,Max Pacioretty,24-25,TOR,L,37,499.42,5,4,4,13,70,102,129,9.18,7.14,4.9,9,14,27,5,104,44,8,4,0,0,-4,6,5,1
590,Max Sasson,24-25,VAN,C,29,299.6,3,4,0,7,31,37,46,3.09,9.68,8.11,8.35,13,12,6,18,30,0,3,0,0,3,47,63,-16
591,Maxim Tsyplakov,24-25,NYI,R,77,1152.47,10,14,11,35,115,191,262,18.28,8.7,5.24,9.57,40,78,28,139,110,17,7,1,1,-10,10,13,-3
592,Maxwell Crozier,24-25,T.B,D,5,83.45,0,0,0,0,9,13,20,0.49,0,0,3.77,6,6,0,11,9,0,0,0,0,0,0,0,0
593,Michael Amadio,24-25,OTT,R,72,1014.9,11,13,3,27,86,127,165,13.11,12.79,8.66,10.32,44,36,24,108,110,9,13,0,0,4,49,47,2
594,Michael Bunting,24-25,NSH,L,18,295.98,5,3,1,9,45,64,82,7.74,11.11,7.81,12.09,6,20,3,11,10,10,6,0,0,-4,0,2,-2
595,Michael Bunting,24-25,PIT,L,58,884.68,14,9,6,29,110,173,231,17.48,12.73,8.09,10.1,13,38,10,58,54,19,19,0,0,0,5,6,-1
596,Michael Callahan,24-25,BOS,D,17,240.43,1,0,0,1,9,15,29,0.24,11.11,6.67,1.6,12,11,1,8,18,1,0,1,1,-1,0,0,0
597,Michael Carcone,24-25,UTA,L,53,605.95,7,3,9,19,75,124,181,8.68,9.33,5.65,7,11,38,6,48,52,8,9,2,1,0,5,5,0
598,Michael Eyssimont,24-25,SEA,C,20,208.62,4,2,0,6,43,64,76,5.49,9.3,6.25,8.58,4,11,6,28,35,7,7,1,1,0,5,5,0
599,Michael Eyssimont,24-25,T.B,C,57,608.65,5,1,4,10,97,135,174,9.45,5.15,3.7,7,19,22,6,82,80,17,12,2,2,-5,1,7,-6
601,Michael McCarron,24-25,NSH,C/R,74,1018.1,5,4,5,14,80,124,166,10.14,6.25,4.03,8.18,61,29,15,149,85,16,15,10,9,-2,502,421,81
602,Michael Pezzetta,24-25,MTL,L,25,148.35,0,0,0,0,14,26,31,1.9,0,0,7.31,7,9,2,73,14,7,1,2,2,-6,2,6,-4
603,Michael Rasmussen,24-25,DET,C,77,1032.77,10,7,2,19,100,148,191,16.74,10,6.76,11.31,59,42,10,141,94,7,10,2,2,3,91,105,-14
604,Mika Zibanejad,24-25,NYR,C,82,1538.5,20,31,11,62,182,304,383,25.29,10.99,6.58,8.32,46,83,29,44,51,11,17,0,0,6,549,507,42
605,Mikael Backlund,24-25,CGY,C,76,1424,15,12,5,32,174,267,348,19.04,8.62,5.62,7.13,51,68,35,40,44,16,8,0,0,-8,703,749,-46
606,Mikael Granlund,24-25,DAL,C,31,529.75,7,7,7,21,43,68,89,6.54,16.28,10.29,9.62,23,22,6,20,40,4,3,0,0,-1,33,17,16
607,Mikael Granlund,24-25,S.J,C,52,1084.52,15,24,6,45,125,174,236,12.21,12,8.62,7.02,37,57,13,37,65,10,13,0,0,3,326,347,-21
608,Mikael Pyyhtia,24-25,CBJ,L,47,568.68,4,3,0,7,32,44,71,2.63,12.5,9.09,5.98,39,26,9,24,41,3,2,0,0,-1,2,1,1
609,Mike Matheson,24-25,MTL,D,80,2006.45,6,16,9,31,149,217,366,9.41,4.03,2.76,4.34,168,107,43,59,106,18,13,1,1,-5,0,0,0
610,Mike Reilly,24-25,NYI,D,18,273.02,0,2,0,2,31,51,68,1.47,0,0,2.88,14,16,2,3,19,1,2,0,0,1,0,0,0
611,Mikey Anderson,24-25,L.A,D,77,1746.62,6,6,12,24,84,145,248,5.68,7.14,4.14,3.92,124,57,22,119,157,14,11,0,0,-3,0,0,0
612,Mikhail Sergachev,24-25,UTA,D,77,1934,15,22,16,53,132,225,368,8.39,11.36,6.67,3.73,140,126,32,61,87,18,6,0,0,-12,0,0,0
613,Mikko Rantanen,24-25,CAR,R,13,257.58,2,4,0,6,40,65,79,6.29,5,3.08,9.68,3,14,8,10,17,5,0,0,0,-5,5,5,0
614,Mikko Rantanen,24-25,COL,R,49,1102.42,25,26,13,64,135,210,286,24.91,18.52,11.9,11.86,32,48,22,28,52,14,17,0,0,3,121,106,15
615,Mikko Rantanen,24-25,DAL,R,20,382.43,5,4,9,18,37,59,78,7.59,13.51,8.47,12.86,9,20,10,10,34,6,3,0,0,-3,9,9,0
616,Miles Wood,24-25,COL,L,37,420.13,4,1,3,8,59,91,121,6.59,6.78,4.4,7.24,15,26,6,48,37,14,9,2,2,-5,3,8,-5
617,Miro Heiskanen,24-25,DAL,D,50,1258.02,5,5,15,25,108,164,287,7.73,4.63,3.05,4.71,85,67,28,17,103,5,8,0,1,4,0,0,0
618,Mitch Marner,24-25,TOR,R,81,1726.55,27,47,28,102,173,263,394,22.97,15.61,10.27,8.73,40,106,56,49,52,7,18,0,0,11,9,25,-16
619,Mitchell Chaffee,24-25,T.B,R,66,794.32,12,3,3,18,68,100,121,8.96,17.65,12,8.96,21,29,10,133,78,8,13,1,2,6,4,7,-3
620,Mitchell Stephens,24-25,SEA,C,28,258.32,1,2,0,3,19,30,37,2.2,5.26,3.33,7.33,4,8,1,25,10,3,2,0,0,-1,104,90,14
621,Morgan Barron,24-25,WPG,C,74,767.57,8,5,2,15,93,144,170,12.78,8.6,5.56,8.88,38,31,23,121,86,8,12,0,0,4,85,78,7
622,Morgan Frost,24-25,CGY,C,32,531.93,3,5,4,12,58,85,124,6.45,5.17,3.53,7.59,21,29,16,34,17,3,1,0,0,-2,223,219,4
623,Morgan Frost,24-25,PHI,C,49,744.25,11,5,9,25,87,121,157,12.8,12.64,9.09,10.58,39,37,19,35,37,8,10,0,0,2,306,285,21
624,Morgan Geekie,24-25,BOS,C,77,1302.87,33,14,10,57,151,230,308,21.03,21.85,14.35,9.14,29,51,31,108,109,11,11,0,0,0,174,200,-26
625,Morgan Rielly,24-25,TOR,D,82,1753.87,7,17,17,41,126,198,303,6.38,5.56,3.54,3.22,131,99,20,21,141,8,6,1,1,-2,0,0,0
626,Moritz Seider,24-25,DET,D,82,2055.73,8,14,24,46,162,256,368,10.67,4.94,3.12,4.17,181,85,30,210,113,20,21,0,0,1,0,0,0
627,Nate Schmidt,24-25,FLA,D,80,1322.33,5,9,5,19,70,122,207,4.04,7.14,4.1,3.31,71,88,28,82,89,10,9,2,2,-1,0,0,0
628,Nathan Bastian,24-25,N.J,R,59,645.32,4,4,2,10,44,62,84,7.88,9.09,6.45,12.71,27,24,2,137,63,8,8,1,1,0,8,17,-9
629,Nathan MacKinnon,24-25,COL,C,79,1799.82,32,53,31,116,318,433,590,31.83,10.06,7.39,7.35,58,121,27,36,69,13,24,1,1,11,758,757,1
630,Nathan Walker,24-25,STL,L,73,883.77,8,5,3,16,72,102,133,7.37,11.11,7.84,7.23,61,43,10,281,100,14,15,5,5,1,82,74,8
631,Nazem Kadri,24-25,CGY,C,82,1586.88,35,19,13,67,278,393,547,30.93,12.59,8.91,7.87,30,60,30,55,121,21,36,2,2,15,679,785,-106
632,Neal Pionk,24-25,WPG,D,69,1522.15,10,17,12,39,123,210,302,5.42,8.13,4.76,2.58,101,72,30,113,153,17,5,0,0,-12,0,0,0
633,Nic Dowd,24-25,WSH,C,82,1244.43,14,5,8,27,86,130,166,13.37,16.28,10.77,10.28,82,51,32,128,112,18,17,0,0,-1,592,603,-11
634,Nicholas Robertson,24-25,TOR,L,69,828.18,15,5,2,22,112,174,232,10.07,13.39,8.62,5.79,33,26,17,79,49,8,11,0,0,3,3,4,-1
635,Nick Bjugstad,24-25,UTA,C,66,812.88,8,8,3,19,115,161,204,11.65,6.96,4.97,7.24,29,39,12,104,68,8,9,0,0,1,207,230,-23
636,Nick Blankenburg,24-25,NSH,D,60,1173.13,4,6,6,16,83,124,193,6.42,4.82,3.23,5.18,73,50,21,53,117,12,12,0,1,1,0,0,0
637,Nick Cousins,24-25,OTT,C,50,595.13,6,6,3,15,68,95,124,7.55,8.82,6.32,7.95,26,23,5,85,69,18,16,1,1,-2,1,6,-5
638,Nick Desimone,24-25,UTA,D,20,311.65,1,2,3,6,24,36,49,1.11,4.17,2.78,3.08,14,25,5,14,33,0,0,0,0,0,0,0,0
639,Nick Foligno,24-25,CHI,L,78,1242.13,15,11,8,34,104,134,163,16.51,14.42,11.19,12.32,34,49,16,198,51,14,11,4,4,-3,341,363,-22
640,Nick Jensen,24-25,OTT,D,71,1435.65,3,7,11,21,77,121,206,3.1,3.9,2.48,2.56,95,81,19,54,155,3,10,0,0,7,0,0,0
641,Nick Leddy,24-25,STL,D,31,578.78,2,1,2,5,21,29,50,0.6,9.52,6.9,2.07,26,43,11,5,28,1,3,0,0,2,0,0,0
642,Nick Paul,24-25,T.B,L,76,1249.65,22,11,8,41,140,196,255,18.21,15.71,11.22,9.29,31,48,19,66,71,5,6,0,0,1,393,393,0
643,Nick Perbix,24-25,T.B,D,74,1086.67,6,7,6,19,66,116,190,4.42,9.09,5.17,3.81,67,62,21,50,148,10,6,0,0,-4,0,0,0
644,Nick Schmaltz,24-25,UTA,C,82,1524.23,20,22,21,63,185,264,374,25.32,10.81,7.58,9.59,45,93,31,14,61,7,15,0,0,8,185,192,-7
645,Nick Seeler,24-25,PHI,D,77,1330.53,3,7,10,20,83,145,237,3.51,3.61,2.07,2.42,200,85,23,125,110,13,10,2,2,-3,0,0,0
646,Nick Suzuki,24-25,MTL,C,82,1644.97,30,33,26,89,172,256,347,22.31,17.44,11.72,8.71,70,86,31,63,95,4,13,0,0,9,680,638,42
647,Nico Hischier,24-25,N.J,C,75,1529.1,35,22,12,69,187,268,345,32.32,18.72,13.06,12.06,60,53,24,43,86,10,30,0,0,20,987,790,197
648,Nico Sturm,24-25,FLA,C,15,169.45,0,1,0,1,21,29,40,1.92,0,0,6.62,9,4,4,37,9,1,3,1,1,2,73,70,3
649,Nico Sturm,24-25,S.J,C,47,476.15,7,4,2,13,38,58,75,5.02,18.42,12.07,8.66,25,16,3,68,30,4,3,1,1,-1,175,105,70
651,Nicolas Deslauriers,24-25,PHI,L,31,236.7,2,0,1,3,25,43,55,3.31,8,4.65,7.7,9,9,1,85,9,0,0,3,3,0,1,2,-1
652,Nicolas Hague,24-25,VGK,D,68,1155.73,5,2,5,12,74,104,177,3.62,6.76,4.81,3.48,74,56,18,81,168,10,9,4,4,-1,0,0,0
653,Nicolas Roy,24-25,VGK,C,71,1080.47,15,8,8,31,107,151,185,15.45,14.02,9.93,10.23,47,58,20,71,70,14,7,1,1,-7,372,406,-34
654,Nikita Grebenkin,24-25,TOR,R,7,61.23,0,0,0,0,2,4,6,0.5,0,0,12.5,1,1,1,13,9,1,1,0,0,0,1,0,1
655,Nikita Kucherov,24-25,T.B,R,78,1652.67,37,56,28,121,266,379,550,28.06,13.91,9.76,7.4,33,122,30,23,62,15,28,1,0,12,1,1,0
656,Nikita Nesterenko,24-25,ANA,C,20,206.33,4,2,0,6,20,32,41,2.88,20,12.5,9,7,7,2,46,8,1,2,0,0,1,0,3,-3
657,Nikita Prishchepov,24-25,COL,C,10,63.67,0,0,0,0,4,7,10,0.26,0,0,3.71,2,2,0,10,3,0,1,0,0,1,0,0,0
658,Nikita Zadorov,24-25,BOS,D,81,1668.58,4,6,12,22,105,164,267,6.16,3.81,2.44,3.76,107,104,25,219,127,40,15,7,7,-25,0,0,0
659,Niko Mikkola,24-25,FLA,D,76,1534.8,6,3,12,21,116,176,264,5.39,5.17,3.41,3.06,88,99,15,137,179,30,17,0,0,-13,0,0,0
660,Nikolai Kovalenko,24-25,COL,R,28,336.12,4,2,2,8,27,47,58,3.51,14.81,8.51,7.47,13,17,8,33,33,5,8,0,0,3,0,5,-5
661,Nikolai Kovalenko,24-25,S.J,R,29,367.28,3,6,3,12,18,30,39,2.51,16.67,10,8.37,11,23,8,50,33,3,5,0,0,2,2,2,0
662,Nikolaj Ehlers,24-25,WPG,L,69,1090.02,24,27,12,63,174,281,366,21.46,13.79,8.54,7.64,33,52,16,38,67,6,23,1,1,17,5,14,-9
663,Nikolas Matinpalo,24-25,OTT,D,41,517,1,2,1,4,43,63,94,1.7,2.33,1.59,2.7,29,31,8,25,105,10,3,0,0,-7,0,0,0
664,Nils Aman,24-25,VAN,C,19,199.2,1,1,4,6,8,13,20,1.45,12.5,7.69,11.15,2,3,3,22,16,1,1,0,0,0,28,46,-18
665,Nils Hoglander,24-25,VAN,L,72,873.33,8,10,6,24,84,118,152,11.96,9.52,6.78,10.14,23,36,13,74,69,15,19,0,0,4,0,1,-1
666,Nils Lundkvist,24-25,DAL,D,39,585.43,0,3,2,5,52,80,145,1.91,0,0,2.39,34,31,6,23,74,10,2,0,0,-8,0,0,0
667,Nino Niederreiter,24-25,WPG,R,82,1217.87,17,13,7,37,149,220,270,23.38,11.41,7.73,10.63,39,60,17,151,119,12,14,0,0,2,20,26,-6
668,Noah Cates,24-25,PHI,L,78,1238.43,16,14,7,37,110,163,214,18.5,14.55,9.82,11.35,54,32,21,87,63,7,13,0,0,6,491,614,-123
669,Noah Dobson,24-25,NYI,D,71,1651.4,10,16,13,39,196,295,437,10.19,5.1,3.39,3.45,126,108,36,56,157,15,10,0,0,-5,0,0,0
670,Noah Gregor,24-25,OTT,L,40,453.77,4,2,0,6,46,84,115,5.16,8.7,4.76,6.14,25,14,5,76,30,6,4,1,1,-2,3,3,0
671,Noah Gregor,24-25,S.J,L,12,123.65,0,0,1,1,14,23,30,1,0,0,4.35,8,3,2,18,9,3,2,1,1,-1,1,0,1
672,Noah Hanifin,24-25,VGK,D,80,1724.2,10,17,12,39,145,207,329,6.96,6.9,4.83,3.36,106,112,32,42,130,7,4,0,0,-3,0,0,0
673,Noah Juulsen,24-25,VAN,D,35,570.17,0,0,0,0,26,36,70,0.8,0,0,2.22,60,40,12,101,78,8,6,1,1,-2,0,0,0
674,Noah Ostlund,24-25,BUF,C,8,84.33,0,0,0,0,4,8,13,0.65,0,0,8.12,3,4,2,1,4,1,1,0,0,0,8,14,-6
675,Noah Philp,24-25,EDM,C,15,136.13,0,1,1,2,17,27,35,1.88,0,0,6.96,7,8,1,15,10,1,0,0,0,-1,40,62,-22
676,Noel Acciari,24-25,PIT,C,79,1087,5,5,2,12,75,115,151,11.6,6.67,4.35,10.09,100,33,14,180,81,8,18,0,0,10,320,278,42
677,Nolan Allan,24-25,CHI,D,43,650.52,1,3,4,8,17,33,64,0.91,5.88,3.03,2.76,48,22,8,61,92,8,0,0,0,-8,0,0,0
678,Nolan Foote,24-25,N.J,L,7,68.67,0,0,1,1,5,12,15,0.45,0,0,3.75,1,2,1,11,9,0,0,0,0,0,1,1,0
679,Olen Zellweger,24-25,ANA,D,62,1175.42,7,8,5,20,130,199,302,7.15,5.38,3.52,3.59,72,61,21,37,126,10,12,0,0,2,0,0,0
680,Oliver Bjorkstrand,24-25,SEA,R,61,943.87,16,18,3,37,124,176,244,12.12,12.9,9.09,6.89,15,56,21,61,54,2,5,2,2,3,2,5,-3
681,Oliver Bjorkstrand,24-25,T.B,R,18,252.85,5,2,2,9,30,46,59,4.18,16.67,10.87,9.09,11,9,5,13,28,2,1,0,0,-1,1,2,-1
682,Oliver Ekman-Larsson,24-25,TOR,D,77,1622.27,4,9,16,29,119,188,289,5.89,3.36,2.13,3.13,83,95,28,108,97,26,14,0,0,-12,0,0,0
683,Oliver Kapanen,24-25,MTL,C,18,196.02,0,0,2,2,15,23,35,1.57,0,0,6.83,8,8,1,1,15,1,4,0,0,3,24,32,-8
684,Oliver Kylington,24-25,ANA,D,6,64.75,0,1,0,1,2,4,7,0.13,0,0,3.25,3,4,0,1,4,2,0,0,0,-2,0,0,0
685,Oliver Kylington,24-25,COL,D,13,168.85,1,3,0,4,4,9,24,0.22,25,11.11,2.44,15,11,5,2,11,2,0,0,0,-2,0,0,0
686,Oliver Moore,24-25,CHI,C,9,122.2,0,2,2,4,10,13,16,0.36,0,0,2.77,2,11,1,6,17,2,1,0,0,-1,11,16,-5
687,Oliver Wahlstrom,24-25,BOS,R,16,168.1,1,0,1,2,24,31,51,2.49,4.17,3.23,8.03,12,3,2,27,15,4,2,2,1,-3,5,1,4
688,Oliver Wahlstrom,24-25,NYI,R,27,271.62,2,1,1,4,30,41,54,1.99,6.67,4.88,4.85,18,8,3,7,17,2,3,1,1,1,1,1,0
689,Olle Lycksell,24-25,PHI,R,19,225.93,0,3,2,5,10,24,34,1.82,0,0,7.58,5,17,4,9,11,1,3,0,0,2,2,2,0
690,Olli Maatta,24-25,DET,D,7,111.1,0,0,0,0,3,4,8,0.23,0,0,5.75,7,8,1,3,8,0,1,0,0,1,0,0,0
691,Olli Maatta,24-25,UTA,D,70,1394.53,2,9,7,18,71,114,171,4.13,2.82,1.75,3.62,117,96,25,22,177,8,8,0,0,0,0,0,0
692,Ondrej Palat,24-25,N.J,L,77,1059.08,15,4,9,28,95,150,192,13.35,15.79,10,8.9,58,56,24,123,81,6,20,0,0,14,4,16,-12
693,Oskar Back,24-25,DAL,C,73,854.37,4,9,3,16,44,77,97,7.65,9.09,5.19,9.94,35,54,12,28,97,5,8,0,0,3,90,83,7
694,Oskar Sundqvist,24-25,STL,C,67,885.15,6,8,6,20,60,97,130,10.57,10,6.19,10.9,53,41,19,78,66,16,18,0,0,2,260,312,-52
695,Owen Beck,24-25,MTL,C,12,119.8,0,0,1,1,10,15,18,0.8,0,0,5.33,8,11,1,23,26,0,2,0,0,2,21,18,3
696,Owen Pickering,24-25,PIT,D,25,370.42,1,0,2,3,15,27,51,0.55,6.67,3.7,2.04,19,11,5,13,29,3,2,0,0,-1,0,0,0
697,Owen Power,24-25,BUF,D,79,1683.73,7,16,17,40,139,198,299,7.9,5.04,3.54,3.99,109,73,26,26,119,8,6,0,0,-2,0,0,0
698,Owen Tippett,24-25,PHI,R,77,1231.37,20,16,7,43,188,295,424,17.23,10.64,6.78,5.84,63,58,32,115,92,8,10,0,0,2,7,11,-4
699,Ozzy Wiesblatt,24-25,NSH,C,5,55.5,0,1,0,1,4,6,10,0.36,0,0,6,3,1,0,13,9,0,1,0,0,1,0,0,0
701,Parker Wotherspoon,24-25,BOS,D,55,991.6,1,5,1,7,43,63,102,1.37,2.33,1.59,2.17,66,68,15,74,98,5,10,0,0,5,0,0,0
702,Patrick Brown,24-25,BOS,C,15,158.48,0,1,0,1,11,16,22,1.04,0,0,6.5,12,10,3,46,15,4,1,0,0,-3,20,24,-4
703,Patrick Giles,24-25,FLA,R,9,66.45,0,0,0,0,4,6,6,0.37,0,0,6.17,4,5,0,15,6,0,0,0,0,0,14,33,-19
704,Patrick Giles,24-25,S.J,R,8,90.48,1,0,0,1,11,14,15,0.9,9.09,7.14,6.43,3,3,1,5,5,0,0,0,0,0,19,31,-12
705,Patrick Kane,24-25,DET,R,72,1294.52,21,17,21,59,175,254,334,18.24,12,8.27,7.18,23,77,13,19,18,6,9,0,0,3,5,8,-3
706,Patrick Maroon,24-25,CHI,L,68,784.73,5,11,3,19,74,110,133,11.11,6.76,4.55,10.1,9,37,4,100,40,16,8,9,9,-8,36,42,-6
707,Patrik Laine,24-25,MTL,L,52,743.98,20,8,5,33,116,164,215,11.56,17.24,12.2,7.05,28,38,13,26,41,7,6,0,0,-1,11,14,-3
708,Paul Cotter,24-25,N.J,C,79,1033.18,16,4,2,22,90,146,202,13.04,17.78,10.96,8.93,32,39,17,244,125,21,16,2,1,-6,41,37,4
709,Pavel Buchnevich,24-25,STL,L,76,1445.78,20,21,16,57,145,219,295,22.71,13.79,9.13,10.37,32,70,15,44,45,9,7,1,2,-1,85,143,-58
710,Pavel Dorofeyev,24-25,VGK,L,82,1355.18,35,8,9,52,253,355,436,27.29,13.83,9.86,7.69,37,55,24,28,90,15,11,0,0,-4,3,13,-10
711,Pavel Mintyukov,24-25,ANA,D,68,1196.52,5,9,5,19,70,114,181,5.24,7.14,4.39,4.6,92,62,13,81,70,10,5,0,0,-5,0,0,0
712,Pavel Zacha,24-25,BOS,C,82,1561.78,14,21,12,47,131,198,256,20.66,10.69,7.07,10.43,26,62,24,63,47,8,8,1,1,0,393,345,48
713,Peyton Krebs,24-25,BUF,C,81,1128.58,10,8,10,28,80,139,199,10.51,12.5,7.19,7.56,32,46,10,132,109,15,26,4,4,11,326,339,-13
714,Philip Broberg,24-25,STL,D,68,1393.98,8,10,11,29,97,154,238,4.88,8.25,5.19,3.17,103,103,22,43,136,8,9,0,0,1,0,0,0
715,Philip Tomasino,24-25,NSH,C/R,11,124.32,0,0,1,1,17,22,27,2.03,0,0,9.23,3,8,2,10,15,0,2,0,0,2,4,4,0
716,Philip Tomasino,24-25,PIT,R,50,672.75,11,9,3,23,88,119,150,9.47,12.5,9.24,7.96,20,24,15,53,64,4,7,0,0,3,1,8,-7
717,Philipp Kurashev,24-25,CHI,C,51,699.68,7,3,4,14,54,86,112,6.33,12.96,8.14,7.36,16,27,13,28,31,7,8,0,0,1,97,109,-12
718,Philippe Myers,24-25,TOR,D,36,584.28,2,0,3,5,46,71,121,1.47,4.35,2.82,2.07,42,45,13,76,58,5,2,1,1,-3,0,0,0
719,Phillip Danault,24-25,L.A,C,80,1414.32,8,28,7,43,122,182,239,15.74,6.56,4.4,8.65,73,86,25,83,55,13,17,0,0,4,635,581,54
720,Phillip Di Giuseppe,24-25,VAN,L,20,231.3,1,2,3,6,23,28,38,1.89,4.35,3.57,6.75,6,4,1,54,11,2,4,0,0,2,1,4,-3
721,Pierre-Luc Dubois,24-25,WSH,L,82,1418.58,20,29,17,66,143,227,288,25.97,13.99,8.81,11.44,62,65,15,65,101,33,27,0,0,-6,578,583,-5
722,Pierre-Olivier Joseph,24-25,PIT,D,24,415.83,0,1,0,1,20,36,75,0.8,0,0,2.22,23,25,13,23,29,11,3,0,0,-8,0,0,0
723,Pierre-Olivier Joseph,24-25,STL,D,23,301.45,0,1,1,2,22,26,47,0.64,0,0,2.46,13,28,7,13,28,4,2,1,1,-2,0,0,0
724,Pierre Engvall,24-25,NYI,L,62,732.68,8,2,5,15,92,116,161,8.14,8.7,6.9,7.02,12,36,7,47,40,8,3,0,0,-5,10,24,-14
