Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
780,Vladislav Kolyachonok,25-26,DAL,D,11,138.85,1,0,2,3,10,13,19,0.33,10,7.69,2.54,9,1,2,5,18,2,2,0,0,0,0,0,0
781,Vladislav Namestnikov,25-26,WPG,C,57,790.7,7,4,2,13,71,107,140,11.72,9.86,6.54,10.95,36,44,8,71,51,9,10,0,0,1,83,123,-40
782,Warren Foegele,25-26,L.A,L,47,692.83,7,1,1,9,78,131,166,10.82,8.97,5.34,8.26,10,52,11,49,34,7,8,0,0,1,9,15,-6
783,Will Cuylle,25-26,NYR,L,62,1071.15,16,13,3,32,122,186,254,22.34,13.11,8.6,12.01,60,40,8,216,64,18,10,1,1,-8,41,35,6
784,Will Smith,25-26,S.J,C,48,873.75,19,16,9,44,119,178,236,16.18,15.97,10.67,9.09,9,52,9,10,26,7,8,0,0,1,9,29,-20
785,William Borgen,25-26,NYR,D,55,1014.4,5,2,3,10,56,79,140,2.08,8.93,6.33,2.63,77,49,13,86,101,14,7,0,0,-7,0,0,0
786,William Carrier,25-26,CAR,L,52,575.47,6,5,2,13,61,100,130,8.17,9.84,6,8.17,12,14,12,125,63,8,10,0,0,2,1,7,-6
787,William Eklund,25-26,S.J,L,57,1089.23,11,17,10,38,141,199,257,20.61,7.8,5.53,10.36,43,53,15,49,57,13,19,0,0,6,3,13,-10
788,William Karlsson,25-26,VGK,C,14,212.05,4,2,1,7,30,38,48,3.84,13.33,10.53,10.11,13,11,3,3,15,2,1,0,0,-1,91,67,24
789,William Nylander,25-26,TOR,R,47,880.27,21,29,9,59,104,160,207,15.34,20.19,13.12,9.59,17,48,22,4,20,7,7,0,0,0,25,37,-12
790,Wyatt Johnston,25-26,DAL,C,63,1263.62,34,20,13,67,164,228,307,30.1,20.73,14.91,13.2,47,43,19,35,64,9,12,0,0,3,305,337,-32
791,Wyatt Kaiser,25-26,CHI,D,59,1128.9,5,4,3,12,59,95,134,3.18,8.47,5.26,3.35,49,69,28,36,124,13,12,0,0,-1,0,0,0
792,Yakov Trenin,25-26,MIN,C,64,857.45,6,9,4,19,73,124,148,12.36,8.22,4.84,9.97,33,46,20,310,79,11,8,1,1,-3,42,65,-23
793,Yan Kuznetsov,25-26,CGY,D,48,973.68,4,3,3,10,54,72,116,2.49,7.41,5.56,3.46,83,50,5,67,88,9,2,0,0,-7,0,0,0
794,Yanni Gourde,25-26,T.B,C,62,1029.35,7,11,5,23,89,135,169,12.6,7.87,5.19,9.33,25,60,17,89,67,18,16,1,1,-2,309,383,-74
795,Yegor Chinakhov,25-26,CBJ,R,29,298.7,3,2,1,6,36,48,79,4.38,8.33,6.25,9.12,8,15,3,28,14,3,4,0,0,1,0,0,0
796,Yegor Chinakhov,25-26,PIT,R,25,361.1,11,3,3,17,57,90,113,5.86,19.3,12.22,6.51,8,14,5,14,10,2,6,0,0,4,3,6,-3
797,Yegor Sharangovich,25-26,CGY,C,58,933.23,12,6,4,22,110,165,233,14.19,10.91,7.27,8.6,25,45,12,16,44,4,5,0,0,1,21,48,-27
798,Zach Aston-Reese,25-26,CBJ,C/L,26,250.58,1,3,1,5,17,28,31,2.66,5.88,3.57,9.5,17,10,2,71,18,6,6,0,0,0,7,18,-11
799,Zach Benson,25-26,BUF,L,47,753.47,7,11,10,28,77,112,131,13.06,9.09,6.25,11.66,16,33,16,29,65,11,12,0,0,1,5,6,-1
801,Zach Hyman,25-26,EDM,L,45,909.25,27,10,6,43,134,201,238,35.45,20.15,13.43,17.64,16,21,7,38,45,8,9,0,0,1,0,1,-1
802,Zach Metsa,25-26,BUF,D,33,322.6,2,0,2,4,18,24,39,1.03,11.11,8.33,4.29,22,23,3,4,69,3,2,0,0,-1,0,0,0
803,Zach Werenski,25-26,CBJ,D,55,1454.53,20,21,24,65,196,289,433,11.98,10.2,6.92,4.15,71,89,26,24,76,6,8,0,0,2,0,0,0
804,Zach Whitecloud,25-26,CGY,D,14,308.7,0,2,2,4,17,25,45,1.18,0,0,4.72,28,14,2,25,19,2,0,0,0,-2,0,0,0
805,Zach Whitecloud,25-26,VGK,D,47,882.07,2,1,4,7,33,57,105,1.41,6.06,3.51,2.47,63,35,9,73,109,10,6,0,0,-4,0,0,0
806,Zachary Bolduc,25-26,MTL,R,61,825.97,10,8,8,26,82,143,186,12.83,12.2,6.99,8.97,32,49,13,129,80,12,16,0,0,4,18,17,1
807,Zachary L'Heureux,25-26,NSH,L,6,67.93,1,0,0,1,4,7,13,1.1,25,14.29,15.71,3,1,1,13,8,0,1,1,1,1,1,1,0
808,Zack Ostapchuk,25-26,S.J,C,38,372.87,3,2,0,5,25,33,44,3.45,12,9.09,10.45,14,13,7,93,30,6,9,0,0,3,156,144,12
809,Zakhar Bardakov,25-26,COL,C,48,342.6,1,3,5,9,26,49,62,3.07,3.85,2.04,6.27,19,22,5,42,38,6,8,0,0,2,69,93,-24
810,Zayne Parekh,25-26,CGY,D,18,278.15,0,1,1,2,15,24,58,0.77,0,0,3.21,9,26,4,5,33,1,5,0,0,4,0,0,0
811,Zeev Buium,25-26,MIN,D,31,572.32,3,7,4,14,31,48,84,2.27,9.68,6.25,4.73,15,32,5,9,40,4,5,0,0,1,0,0,0
812,Zeev Buium,25-26,VAN,D,26,513.28,2,3,2,7,23,36,74,1.56,8.7,5.56,4.33,21,28,5,8,38,5,6,0,0,1,0,0,0
