Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
1,A.J. Greer,25-26,FLA,L,62,719.5,11,6,5,22,78,123,147,12.41,14.1,8.94,10.09,21,39,8,162,68,26,20,6,6,-6,3,13,-10
2,Aaron Ekblad,25-26,FLA,D,61,1376.75,3,13,9,25,82,127,201,4.58,3.66,2.36,3.61,96,59,16,76,46,24,12,1,1,-12,0,1,-1
3,Aatu Raty,25-26,VAN,C,47,569,3,5,4,12,45,87,105,6.94,6.67,3.45,7.98,10,27,8,111,28,11,5,0,0,-6,317,206,111
4,Adam Boqvist,25-26,NYI,D,21,263.78,0,0,1,1,8,13,27,0.76,0,0,5.85,18,9,4,10,28,3,0,0,0,-3,0,0,0
5,Adam Edstrom,25-26,NYR,C,26,246.07,2,2,0,4,23,31,38,3.21,8.7,6.45,10.35,13,13,5,50,10,1,0,0,0,-1,2,0,2
6,Adam Engstrom,25-26,MTL,D,11,137.93,0,0,0,0,7,12,19,0.34,0,0,2.83,5,6,2,4,13,3,1,0,0,-2,0,0,0
7,Adam Erne,25-26,DAL,L,30,292.17,4,0,1,5,29,47,65,4.36,13.79,8.51,9.28,12,12,4,101,16,5,5,0,0,0,2,5,-3
8,Adam Fantilli,25-26,CBJ,C,62,1159.17,18,13,13,44,161,246,350,22.58,11.18,7.32,9.18,40,71,19,103,52,8,16,1,1,8,419,406,13
9,Adam Fox,25-26,NYR,D,35,833.65,4,10,15,29,64,105,186,5.12,6.25,3.81,4.88,51,41,23,17,53,6,5,0,0,-1,0,0,0
10,Adam Gaudette,25-26,S.J,R,48,566.43,14,3,4,21,73,104,137,10.88,19.18,13.46,10.46,18,16,9,42,44,8,5,0,0,-3,88,95,-7
11,Adam Ginning,25-26,PHI,D,5,76.7,0,0,0,0,2,5,9,0.08,0,0,1.6,5,5,0,4,6,0,0,0,0,0,0,0,0
12,Adam Henrique,25-26,EDM,C,48,653.33,2,7,1,10,68,96,123,10.84,2.94,2.08,11.29,60,31,10,25,30,7,1,0,0,-6,263,218,45
13,Adam Klapka,25-26,CGY,R,61,651.42,5,5,3,13,62,107,144,8.55,8.06,4.67,7.99,40,22,13,232,63,21,10,5,5,-11,11,24,-13
14,Adam Larsson,25-26,SEA,D,62,1336.93,5,8,6,19,67,96,148,2.3,7.46,5.21,2.4,130,41,13,83,70,17,3,0,0,-14,0,0,0
15,Adam Lowry,25-26,WPG,C,50,727.55,4,7,5,16,55,98,124,10.54,7.27,4.08,10.76,32,30,10,101,34,2,6,3,3,4,348,293,55
16,Adam Pelech,25-26,NYI,D,64,1340.77,4,4,4,12,94,166,249,4.48,4.26,2.41,2.7,109,59,30,48,90,16,11,0,0,-5,0,0,0
17,Adam Wilsby,25-26,NSH,D,45,747.72,1,7,4,12,47,68,101,3.02,2.13,1.47,4.44,37,37,13,18,58,13,2,1,1,-11,0,0,0
18,Adrian Kempe,25-26,L.A,R,62,1197.87,23,21,9,53,175,270,408,22.13,13.14,8.52,8.2,35,51,20,109,41,27,12,0,0,-15,51,90,-39
19,Albert Johansson,25-26,DET,D,64,1047.33,2,2,4,8,48,80,140,1.92,4.17,2.5,2.4,85,49,19,46,88,7,11,0,0,4,0,0,0
20,Alec Regula,25-26,EDM,D,29,419.6,0,1,2,3,18,32,51,0.63,0,0,1.97,44,28,7,15,50,10,2,1,1,-8,0,0,0
21,Aleksanteri Kaskimaki,25-26,STL,C,5,51.97,0,0,0,0,6,8,8,0.25,0,0,3.12,3,2,0,2,7,0,1,0,0,1,1,1,0
22,Alex Carrier,25-26,MTL,D,62,1195.3,7,6,7,20,53,84,125,3.16,13.21,8.33,3.76,135,44,23,27,150,14,9,0,0,-5,0,0,0
23,Alex Debrincat,25-26,DET,R,64,1163.42,33,14,16,63,221,341,444,32.42,14.93,9.68,9.51,28,65,30,29,50,5,9,0,0,4,17,28,-11
24,Alex Holtz,25-26,VGK,R,28,321.47,3,2,4,9,30,53,71,6.37,10,5.66,12.02,11,20,1,29,28,5,1,0,0,-4,3,11,-8
25,Alex Iafallo,25-26,WPG,L,62,944.27,10,6,8,24,82,127,154,15.13,12.2,7.87,11.91,41,22,10,89,27,6,6,0,0,0,13,18,-5
26,Alex Kerfoot,25-26,UTA,C,15,167.5,2,0,1,3,13,21,27,1.97,15.38,9.52,9.38,15,8,1,9,23,6,2,1,1,-4,29,32,-3
27,Alex Killorn,25-26,ANA,L,63,1029.5,8,5,7,20,116,167,201,14.45,6.9,4.79,8.65,25,53,20,53,47,12,13,0,0,1,34,70,-36
28,Alex Laferriere,25-26,L.A,R,62,1089.03,16,6,7,29,153,242,328,18.28,10.46,6.61,7.55,41,65,16,183,77,7,12,0,0,5,162,226,-64
29,Alex Newhook,25-26,MTL,C,22,319.77,8,4,4,16,30,43,54,4.62,26.67,18.6,10.74,8,7,1,31,18,4,6,0,0,2,50,74,-24
30,Alex Nikishin,25-26,CAR,D,62,1121.27,8,9,6,23,97,155,249,6.45,8.25,5.16,4.16,70,70,20,109,123,10,7,1,1,-3,0,0,0
31,Alex Ovechkin,25-26,WSH,L,64,1137.28,24,19,7,50,183,298,414,27.4,13.11,8.05,9.19,12,51,8,108,23,12,6,0,0,-6,2,1,1
32,Alex Petrovic,25-26,DAL,D,51,791.03,2,5,2,9,56,70,118,2.42,3.57,2.86,3.46,76,42,9,83,104,11,2,1,1,-9,0,0,0
33,Alex Romanov,25-26,NYI,D,15,291.67,0,0,1,1,17,25,38,0.55,0,0,2.2,31,18,4,31,40,3,3,0,1,1,0,0,0
34,Alex Steeves,25-26,BOS,C,39,469.17,9,3,4,16,49,78,100,6.76,18.37,11.54,8.67,25,19,9,127,52,6,9,2,2,3,3,4,-1
35,Alex Texier,25-26,MTL,L,31,456.67,7,6,5,18,51,75,100,5.9,13.73,9.33,7.87,12,15,4,32,18,4,6,0,0,2,2,13,-11
36,Alex Texier,25-26,STL,L,8,82.05,0,0,1,1,8,11,13,0.83,0,0,7.55,1,2,1,9,5,1,1,0,0,0,1,0,1
37,Alex Tuch,25-26,BUF,R,63,1187.18,26,16,13,55,154,256,305,22.31,16.88,10.16,8.71,72,51,31,69,26,17,14,1,1,-3,29,39,-10
38,Alex Turcotte,25-26,L.A,C,55,604.65,3,4,5,12,61,97,124,10.42,4.92,3.09,10.74,29,24,13,40,73,8,10,1,0,1,252,215,37
39,Alex Vlasic,25-26,CHI,D,62,1312.72,2,9,5,16,62,100,164,2.68,3.23,2,2.68,89,72,20,22,118,4,9,1,1,5,0,0,0
40,Alex Wennberg,25-26,S.J,C,61,1266.55,12,19,8,39,73,102,130,15.77,16.44,11.76,15.46,78,45,26,21,48,8,17,0,0,9,491,583,-92
41,Alexei Toropchenko,25-26,STL,R,47,572.7,3,4,0,7,45,64,80,5.98,6.67,4.69,9.34,42,21,7,96,45,4,3,2,1,-2,1,2,-1
42,Alexis Lafrenière,25-26,NYR,L,62,1069.35,14,12,11,37,114,190,242,20.38,12.28,7.37,10.73,39,36,17,79,71,8,12,0,0,4,7,23,-16
43,Aliaksei Protas,25-26,WSH,C/L,60,1103.78,21,14,8,43,129,209,255,19.39,16.28,10.05,9.28,32,70,19,31,36,10,13,0,0,3,16,23,-7
44,Anders Lee,25-26,NYI,L,64,986.42,15,14,6,35,159,249,289,34.79,9.43,6.02,13.97,28,39,10,63,62,12,11,1,1,-1,58,49,9
45,Andre Burakovsky,25-26,CHI,L,57,968.3,10,10,10,30,71,102,153,10.22,14.08,9.8,10.02,26,47,22,18,59,7,7,0,0,0,4,6,-2
46,Andre Lee,25-26,L.A,L,7,71.98,1,1,0,2,5,9,14,0.61,20,11.11,6.78,3,2,3,17,8,0,0,0,0,0,0,0,0
47,Andrei Kuzmenko,25-26,L.A,L,52,775.62,13,3,9,25,69,120,173,11.13,18.84,10.83,9.28,14,50,10,18,44,8,16,0,0,8,0,0,0
48,Andrei Svechnikov,25-26,CAR,R,63,1071.73,23,20,12,55,165,257,350,24.02,13.94,8.95,9.35,13,73,21,111,72,23,13,0,0,-10,9,9,0
49,Andrew Copp,25-26,DET,C,64,1040.32,8,14,14,36,93,148,173,18.82,8.6,5.41,12.72,50,58,18,36,52,10,12,0,0,2,414,352,62
50,Andrew Mangiapane,25-26,EDM,L,52,655.1,7,4,3,14,52,82,112,8.06,13.46,8.54,9.83,19,33,7,51,39,8,12,0,0,4,2,4,-2
51,Andrew Peeke,25-26,BOS,D,60,1168.48,4,3,4,11,60,98,157,2.57,6.67,4.08,2.62,106,51,9,77,108,10,6,0,0,-4,0,0,0
52,Angus Crookshank,25-26,N.J,C,8,68.85,1,0,0,1,4,6,9,0.38,25,16.67,6.33,7,2,0,5,11,2,1,0,0,-1,1,2,-1
53,Anthony Beauvillier,25-26,WSH,L/R,64,1004.17,12,5,5,22,133,194,234,18.23,9.02,6.19,9.4,38,34,14,79,74,10,6,0,0,-4,22,22,0
54,Anthony Cirelli,25-26,T.B,C,54,937.52,15,11,12,38,98,150,179,21.44,15.31,10,14.29,35,37,22,42,44,11,9,1,1,-2,390,409,-19
55,Anthony Duclair,25-26,NYI,L,56,746.43,12,9,5,26,67,102,140,8.49,17.91,11.76,8.32,35,26,7,5,25,6,5,0,0,-1,4,5,-1
56,Anthony Mantha,25-26,PIT,R,63,944.82,23,13,11,47,115,161,217,16.47,20,14.29,10.23,31,63,13,41,36,9,11,1,1,2,7,24,-17
57,Anton Lundell,25-26,FLA,C,60,1150.63,17,12,14,43,132,203,262,19.33,12.88,8.37,9.52,35,59,12,74,54,16,21,0,0,5,556,511,45
58,Anze Kopitar,25-26,L.A,C,47,878.4,7,10,9,26,60,102,135,11.41,11.67,6.86,11.19,44,44,15,27,29,4,5,0,0,1,518,405,113
59,Arber Xhekaj,25-26,MTL,D,53,598.97,1,1,0,2,33,50,97,1.17,3.03,2,2.34,33,30,2,144,76,18,8,8,8,-10,0,0,0
60,Arseny Gritsyuk,25-26,N.J,R,60,908.37,11,11,5,27,131,193,244,12.43,8.4,5.7,6.44,18,43,21,51,66,13,9,0,0,-4,4,9,-5
61,Arshdeep Bains,25-26,VAN,L,28,257.77,1,2,2,5,18,22,31,3.02,5.56,4.55,13.73,5,11,6,24,21,6,0,0,0,-6,2,12,-10
62,Artem Zub,25-26,OTT,D,61,1235.23,4,8,9,21,70,117,171,2.61,5.71,3.42,2.23,87,65,21,56,76,18,5,0,0,-13,0,0,0
63,Artemi Panarin,25-26,L.A,L,6,126.58,1,2,3,6,16,31,48,3.18,6.25,3.23,10.26,0,9,2,0,1,1,0,0,0,-1,0,0,0
64,Artemi Panarin,25-26,NYR,L,52,1087.73,19,22,16,57,157,254,363,16.94,12.1,7.48,6.67,11,69,15,8,17,7,13,0,0,6,1,0,1
65,Artturi Lehkonen,25-26,COL,L,59,1104.55,19,17,6,42,137,208,257,25.79,13.87,9.13,12.4,28,39,11,43,77,6,10,0,0,4,3,15,-12
66,Artyom Levshunov,25-26,CHI,D,58,1110.43,2,6,15,23,70,105,178,3.99,2.86,1.9,3.8,59,74,13,72,98,18,7,0,0,-11,0,0,0
67,Auston Matthews,25-26,TOR,C,58,1212.47,26,15,11,52,222,324,394,32.54,11.71,8.02,10.04,80,51,28,38,27,9,11,0,0,2,563,382,181
68,Avery Hayes,25-26,PIT,R,8,87.18,2,0,0,2,14,24,29,1.8,14.29,8.33,7.5,5,4,3,8,11,1,4,2,2,3,1,3,-2
69,Axel Sandin-Pellikka,25-26,DET,D,63,1027.88,6,6,7,19,62,109,188,3.19,9.68,5.5,2.93,51,54,8,16,132,9,5,0,0,-4,0,0,0
70,Barclay Goodrow,25-26,S.J,C,61,692.58,5,2,3,10,51,72,93,8.04,9.8,6.94,11.17,49,27,9,94,44,10,8,1,1,-2,15,20,-5
71,Barrett Hayton,25-26,UTA,C,58,889.07,9,6,8,23,108,148,179,19.76,8.33,6.08,13.35,27,36,12,31,53,18,16,0,0,-2,356,317,39
72,Beck Malenstyn,25-26,BUF,L,63,698.45,5,4,0,9,53,75,97,6.69,9.43,6.67,8.92,64,30,10,220,92,7,11,1,1,4,8,10,-2
73,Beckett Sennecke,25-26,ANA,R,63,1110.07,20,20,11,51,148,234,290,22.6,13.51,8.55,9.66,19,73,18,77,93,19,23,0,0,4,2,2,0
74,Ben Chiarot,25-26,DET,D,64,1347.65,5,5,3,13,79,121,199,3.4,6.33,4.13,2.81,131,63,21,131,100,23,9,0,0,-14,0,0,0
75,Ben Hutton,25-26,VGK,D,51,752.83,6,3,6,15,65,85,130,2.62,9.23,7.06,3.08,51,41,17,24,106,7,8,1,1,1,0,0,0
76,Ben Jones,25-26,MIN,C,26,223.8,1,0,1,2,25,35,44,2.93,4,2.86,8.37,11,8,1,53,16,0,4,0,0,4,68,59,9
77,Ben Kindel,25-26,PIT,C,60,921.4,15,12,3,30,125,176,228,18.97,12,8.52,10.78,46,63,17,25,61,9,17,0,0,8,213,260,-47
78,Ben Meyers,25-26,SEA,C,37,442.18,6,4,3,13,48,72,92,6.32,12.5,8.33,8.78,9,22,7,41,38,2,5,1,1,3,146,127,19
79,Berkly Catton,25-26,SEA,C,46,576.02,5,1,5,11,51,91,110,8.28,9.8,5.49,9.1,23,28,9,5,66,9,11,0,0,2,44,61,-17
80,Blake Coleman,25-26,CGY,L,50,844.68,14,6,4,24,118,162,207,16.6,11.86,8.64,10.25,33,43,16,121,41,15,10,1,1,-5,12,16,-4
81,Blake Lizotte,25-26,PIT,C,52,722.75,7,6,6,19,48,77,102,8.29,14.58,9.09,10.77,29,30,12,46,86,10,10,1,1,0,226,224,2
82,Bo Horvat,25-26,NYI,C,50,1035.95,27,9,8,44,167,232,294,22.61,16.17,11.64,9.75,34,56,11,44,29,13,9,0,0,-4,508,392,116
83,Bobby Brink,25-26,PHI,R,55,852,13,9,4,26,90,132,170,15.08,14.44,9.85,11.42,30,35,7,67,62,10,12,0,0,2,13,30,-17
84,Bobby McMann,25-26,TOR,C,60,919.32,19,10,3,32,125,180,220,15.42,15.2,10.56,8.57,24,28,14,135,45,10,8,2,1,-3,6,4,2
85,Boone Jenner,25-26,CBJ,C,47,769,9,13,6,28,95,155,196,15.99,9.47,5.81,10.32,46,41,9,105,40,10,9,2,2,-1,98,97,1
86,Bowen Byram,25-26,BUF,D,64,1440.88,10,12,13,35,87,154,192,10.4,11.49,6.49,6.75,76,73,15,35,122,16,11,0,0,-5,0,0,0
87,Brad Marchand,25-26,FLA,L,52,922.22,27,14,13,54,137,216,275,22.12,19.71,12.5,10.24,16,56,15,36,43,19,24,0,0,5,1,7,-6
88,Braden Schneider,25-26,NYR,D,62,1259.9,2,7,4,13,81,119,200,2.66,2.47,1.68,2.24,98,74,17,130,137,9,6,0,0,-3,0,0,0
89,Bradly Nadeau,25-26,CAR,L,8,94.8,2,0,0,2,8,17,22,1.3,25,11.76,7.65,4,7,0,12,11,0,1,0,0,1,0,1,-1
90,Brady Skjei,25-26,NSH,D,63,1408.12,1,10,7,18,90,136,224,5.6,1.11,0.74,4.12,63,90,19,53,83,13,7,0,0,-6,0,0,0
91,Brady Tkachuk,25-26,OTT,L,42,714.98,16,18,8,42,162,218,270,23.07,9.88,7.34,10.58,14,29,12,111,29,14,21,0,0,7,114,79,35
92,Braeden Bowman,25-26,VGK,R,48,684.83,8,8,8,24,66,109,135,14.29,12.12,7.34,13.11,22,19,13,19,48,4,4,0,0,0,3,9,-6
93,Brandon Carlo,25-26,TOR,D,41,796.27,0,0,5,5,48,69,108,2.3,0,0,3.33,77,42,4,49,72,11,3,1,1,-8,0,0,0
94,Brandon Duhaime,25-26,WSH,L/R,64,704.3,4,0,2,6,47,77,110,7.33,8.51,5.19,9.52,40,19,7,121,58,16,11,6,6,-5,12,24,-12
95,Brandon Hagel,25-26,T.B,L,57,1122.77,30,20,9,59,170,262,366,30.7,17.65,11.45,11.72,33,59,25,41,78,21,26,2,3,6,23,34,-11
96,Brandon Montour,25-26,SEA,D,44,991.27,8,10,6,24,112,175,259,7.44,7.14,4.57,4.25,57,58,23,53,62,14,8,1,1,-6,0,0,0
97,Brandon Saad,25-26,VGK,L,46,617.55,3,4,1,8,73,103,133,9.07,4.11,2.91,8.81,18,28,10,10,19,7,3,0,0,-4,9,22,-13
98,Brandon Tanev,25-26,UTA,L,45,422.93,0,1,1,2,32,48,64,3.01,0,0,6.27,26,27,7,125,66,9,10,2,2,1,3,11,-8
99,Brandt Clarke,25-26,L.A,D,62,1213.28,8,19,7,34,124,168,238,7.82,6.45,4.76,4.65,122,75,21,27,81,21,16,0,0,-5,0,0,0
101,Brayden Pachal,25-26,CGY,D,29,386.97,0,2,1,3,21,37,69,0.84,0,0,2.27,23,23,5,70,51,9,8,1,1,-1,0,0,0
102,Brayden Point,25-26,T.B,C,44,801.92,16,13,11,40,95,138,174,17.25,16.84,11.59,12.5,15,24,8,7,27,6,10,0,0,4,226,264,-38
103,Brayden Schenn,25-26,STL,C,61,1017.37,12,9,7,28,87,132,174,15.9,13.79,9.09,12.05,27,43,15,138,44,12,8,5,5,-4,357,302,55
104,Brendan Gallagher,25-26,MTL,R,62,789.3,6,5,9,20,100,147,192,15.09,6,4.08,10.27,16,28,10,78,52,14,11,0,0,-3,6,4,2
105,Brendan Gaunce,25-26,CBJ,C,25,298.87,2,3,1,6,29,48,61,3.86,6.9,4.17,8.04,21,7,6,44,13,6,3,0,0,-3,103,78,25
106,Brendan Smith,25-26,CBJ,D,15,166.85,0,1,1,2,10,10,21,0.3,0,0,3,11,15,5,12,19,3,1,1,1,-2,0,0,0
107,Brenden Dillon,25-26,N.J,D,64,1153.68,3,3,6,12,44,67,104,1.34,6.82,4.48,2,81,39,9,158,62,21,8,3,3,-13,0,0,0
108,Brennan Othmann,25-26,NYR,L,17,167.92,1,0,0,1,13,19,23,1.63,7.69,5.26,8.58,8,5,2,40,14,3,8,1,1,5,0,2,-2
109,Brent Burns,25-26,COL,D,62,1196.78,9,10,9,28,128,198,305,4.84,7.03,4.55,2.44,76,77,13,14,31,11,7,0,0,-4,0,0,0
110,Brett Berard,25-26,NYR,L,13,137.05,0,0,0,0,9,22,35,1.76,0,0,8,9,9,1,17,12,3,0,0,0,-3,0,0,0
111,Brett Howden,25-26,VGK,C,40,595.68,9,3,3,15,44,72,81,7.52,20.45,12.5,10.44,9,35,9,69,49,11,13,0,0,2,202,198,4
112,Brett Kulak,25-26,COL,D,7,122.18,0,1,1,2,6,8,10,0.09,0,0,1.12,10,5,1,4,11,1,2,0,0,1,0,0,0
113,Brett Kulak,25-26,EDM,D,31,548.88,0,1,1,2,33,49,87,0.82,0,0,1.67,38,18,5,4,29,5,0,0,0,-5,0,0,0
114,Brett Kulak,25-26,PIT,D,25,508.13,1,2,4,7,29,38,68,1.11,3.45,2.63,2.92,39,22,3,5,27,9,0,0,0,-9,0,0,0
115,Brett Leason,25-26,WSH,R,6,51.48,0,0,0,0,1,3,4,0.28,0,0,9.33,0,1,0,10,4,0,0,0,0,0,2,3,-1
116,Brett Pesce,25-26,N.J,D,37,751.32,1,4,2,7,45,65,87,2.19,2.22,1.54,3.37,80,23,16,11,60,3,6,0,0,3,0,0,0
117,Brian Dumoulin,25-26,L.A,D,62,1136.03,1,6,6,13,56,89,142,2.33,1.79,1.12,2.62,68,72,18,28,102,7,6,0,0,-1,0,0,0
118,Brian Halonen,25-26,N.J,L,9,67.52,1,0,0,1,4,8,11,0.48,25,12.5,6,2,2,2,18,9,0,0,1,1,0,0,0,0
119,Brock Boeser,25-26,VAN,R,56,1061.23,15,11,3,29,124,192,259,18.55,12.1,7.81,9.66,23,44,10,42,19,3,7,0,0,4,51,64,-13
120,Brock Faber,25-26,MIN,D,64,1590.77,14,16,12,42,133,195,278,6.65,10.53,7.18,3.41,123,79,32,19,112,8,6,1,1,-2,0,0,0
121,Brock Nelson,25-26,COL,C,62,1209.5,30,10,13,53,141,195,244,24.17,21.28,15.38,12.39,46,52,18,31,74,11,15,0,0,4,548,553,-5
122,Bryan Rust,25-26,PIT,R,56,1126.53,21,12,13,46,144,239,281,26.9,14.58,8.79,11.26,57,52,10,25,51,9,10,0,0,1,1,5,-4
123,Cale Fleury,25-26,SEA,D,19,325.4,1,2,0,3,22,33,49,0.68,4.55,3.03,2.06,26,18,4,40,33,0,4,1,1,4,0,0,0
124,Cale Makar,25-26,COL,D,62,1554.12,19,26,21,66,165,273,456,13.81,11.52,6.96,5.06,100,68,34,31,34,11,20,0,0,9,0,0,0
125,Caleb Jones,25-26,PIT,D,7,119.5,0,1,0,1,5,11,17,0.18,0,0,1.64,15,4,1,10,14,0,1,0,0,1,0,0,0
126,Calle Jarnkrok,25-26,TOR,C,41,468.48,6,1,0,7,35,50,59,3.91,17.14,12,7.82,7,11,4,26,25,3,1,0,0,-2,12,7,5
127,Calum Ritchie,25-26,NYI,C,47,595.25,7,8,2,17,54,75,91,7.96,12.96,9.33,10.61,26,34,6,14,37,10,7,0,0,-3,111,195,-84
128,Cam Fowler,25-26,STL,D,63,1344.72,1,12,8,21,78,107,198,3.32,1.28,0.93,3.1,55,55,14,8,55,7,3,0,0,-4,0,0,0
129,Cam York,25-26,PHI,D,55,1256.45,4,9,10,23,71,109,160,5.85,5.63,3.67,5.37,110,47,14,11,87,12,5,0,0,-7,0,0,0
130,Carl Grundstrom,25-26,PHI,R,33,392.22,8,0,2,10,43,63,78,5.05,18.6,12.7,8.02,18,13,5,97,39,5,3,0,0,-2,4,16,-12
131,Carson Soucy,25-26,NYI,D,12,172.07,2,0,0,2,10,17,29,0.4,20,11.76,2.35,8,14,1,19,35,3,0,0,0,-3,0,0,0
132,Carson Soucy,25-26,NYR,D,46,791.85,3,1,4,8,39,55,95,2.42,7.69,5.45,4.4,66,49,14,71,79,9,2,0,0,-7,0,0,0
133,Carter Verhaeghe,25-26,FLA,C,62,1082.25,17,15,12,44,146,214,299,18.23,11.64,7.94,8.52,19,49,22,55,73,11,9,0,0,-2,25,41,-16
134,Casey Cizikas,25-26,NYI,C,63,735.27,7,8,0,15,55,91,110,9.92,12.73,7.69,10.9,45,40,8,120,52,6,5,0,0,-1,272,236,36
135,Casey Mittelstadt,25-26,BOS,C,53,798.02,13,10,9,32,59,101,117,9.23,22.03,12.87,9.14,16,61,7,16,47,3,9,0,0,6,86,78,8
136,Chandler Stephenson,25-26,SEA,C,60,1172.88,14,9,16,39,76,98,121,8.81,18.42,14.29,8.99,44,50,24,16,42,6,11,0,0,5,577,533,44
137,Charle-Edouard D'astous,25-26,T.B,D,50,942.52,3,4,12,19,54,80,139,3.6,5.56,3.75,4.5,55,42,15,65,101,24,10,2,2,-14,0,0,0
138,Charles-Alexis Legault,25-26,CAR,D,8,106.15,1,0,1,2,10,16,24,0.71,10,6.25,4.44,6,8,4,9,15,5,2,0,0,-3,0,0,0
139,Charlie Coyle,25-26,CBJ,C,62,1102.1,16,23,10,49,111,160,191,21.06,14.41,10,13.16,40,42,27,83,31,5,17,0,0,12,464,459,5
140,Charlie McAvoy,25-26,BOS,D,51,1238.57,6,24,15,45,79,136,203,7.47,7.59,4.41,5.49,94,63,24,59,80,23,15,0,0,-8,0,0,0
141,Chris Kreider,25-26,ANA,L,57,969.17,21,8,10,39,107,171,222,22.68,19.63,12.28,13.26,19,53,15,48,18,11,4,0,0,-7,13,22,-9
142,Chris Tanev,25-26,TOR,D,11,197.7,0,1,1,2,8,10,18,0.17,0,0,1.7,15,8,5,2,29,0,2,0,0,2,0,0,0
143,Christian Dvorak,25-26,PHI,C,61,1113.52,13,18,6,37,115,168,194,22.77,11.3,7.74,13.55,35,48,16,29,45,9,10,0,0,1,443,385,58
144,Claude Giroux,25-26,OTT,R,62,1048.78,11,17,11,39,100,146,185,13.31,11,7.53,9.12,22,41,13,54,19,11,9,0,0,-2,371,220,151
145,Clayton Keller,25-26,UTA,R,63,1192.4,19,27,17,63,168,252,311,21.54,11.31,7.54,8.55,27,72,19,8,62,10,16,0,0,6,12,18,-6
146,Cody Ceci,25-26,L.A,D,62,1095.47,1,1,6,8,46,79,146,3.38,2.17,1.27,4.28,81,45,12,25,108,5,0,0,0,-5,0,0,0
147,Cody Glass,25-26,N.J,C,52,709.27,14,5,2,21,85,113,139,11.18,16.47,12.39,9.89,30,25,5,34,46,10,12,1,1,2,364,307,57
148,Cole Caufield,25-26,MTL,R,62,1129.32,37,16,11,64,191,288,345,28.87,19.37,12.85,10.02,17,40,21,44,40,7,10,0,0,3,6,10,-4
149,Cole Koepke,25-26,WPG,L,46,460.47,5,4,4,13,52,82,102,7.68,9.62,6.1,9.37,9,15,10,132,34,2,6,0,0,4,0,2,-2
150,Cole Perfetti,25-26,WPG,C,48,720.92,8,10,4,22,101,155,205,14.36,7.92,5.16,9.26,21,44,17,36,44,6,4,0,0,-2,4,5,-1
151,Cole Reinhardt,25-26,VGK,L,44,430.7,3,2,2,7,34,52,74,3.85,8.82,5.77,7.4,8,20,3,84,31,7,10,1,1,3,6,4,2
152,Cole Schwindt,25-26,FLA,R,22,194.58,3,1,0,4,12,22,26,2.37,25,13.64,10.77,8,7,3,25,15,1,1,0,0,0,60,75,-15
153,Cole Sillinger,25-26,CBJ,C,61,943.52,6,10,10,26,106,151,190,11.89,5.66,3.97,7.87,31,49,23,81,64,11,3,0,0,-8,40,65,-25
154,Cole Smith,25-26,NSH,R,42,592.6,6,3,1,10,51,84,104,9.74,11.76,7.14,11.6,12,15,13,119,66,13,6,1,1,-7,4,12,-8
155,Colin Blackwell,25-26,DAL,C,52,603.07,3,3,3,9,46,73,103,5.88,6.52,4.11,8.05,26,23,10,74,54,10,9,0,0,-1,99,128,-29
156,Colin Miller,25-26,WPG,D,15,206.42,0,1,0,1,16,26,48,0.54,0,0,2.08,10,11,2,24,24,3,5,0,0,2,0,0,0
157,Collin Graf,25-26,S.J,R,60,989.13,16,9,10,35,83,111,152,14.02,19.28,14.41,12.63,41,41,22,66,32,4,10,0,0,6,6,13,-7
158,Colton Dach,25-26,CHI,C,53,619,3,3,3,9,52,90,113,7.01,5.77,3.33,7.79,27,27,13,189,61,11,12,3,3,1,26,45,-19
159,Colton Parayko,25-26,STL,D,58,1298.97,1,6,7,14,71,119,172,3.53,1.41,0.84,2.97,141,68,24,67,77,8,9,0,0,1,0,0,0
160,Colton Sissons,25-26,VGK,C,48,580.42,4,2,2,8,54,82,99,7.75,7.41,4.88,9.45,31,25,8,72,38,6,10,1,1,4,273,217,56
161,Colton White,25-26,N.J,D,23,281.88,0,1,3,4,14,18,32,0.42,0,0,2.33,16,21,4,23,48,1,2,0,0,1,0,0,0
162,Connor Bedard,25-26,CHI,C,50,1046.5,26,23,9,58,165,243,301,21.98,15.76,10.7,9.05,19,69,20,19,64,19,14,0,0,-5,177,215,-38
163,Connor Brown,25-26,N.J,R,57,968.2,11,10,7,28,82,128,146,13.62,13.41,8.59,10.64,30,40,15,18,51,5,4,0,0,-1,5,14,-9
164,Connor Clifton,25-26,PIT,D,32,530.45,2,1,2,5,22,36,73,1.13,9.09,5.56,3.14,53,25,8,129,67,9,1,3,2,-9,0,0,0
165,Connor Dewar,25-26,PIT,C,63,866.33,14,6,5,25,99,163,212,14.87,14.14,8.59,9.12,35,28,8,123,75,5,12,0,1,8,17,21,-4
166,Connor McDavid,25-26,EDM,C,64,1476.87,35,45,28,108,236,339,404,40.07,14.83,10.32,11.82,25,100,23,33,79,13,40,0,0,27,334,370,-36
167,Connor McMichael,25-26,WSH,C/L,60,1018.72,8,17,6,31,112,157,192,17.7,7.14,5.1,11.27,32,42,21,33,42,9,7,0,0,-2,218,285,-67
