Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
1,A.J. Greer,23-24,CGY,L,59,521.07,6,3,3,12,57,79,111,6.68,10.53,7.59,8.46,24,16,18,100,46,10,9,3,3,-1,4,4,0
2,Aaron Ekblad,23-24,FLA,D,51,1064,4,6,8,18,98,151,226,6.13,4.08,2.65,4.06,59,26,14,82,50,20,6,0,0,-14,0,0,0
3,Adam Beckman,23-24,MIN,L,11,103.48,0,1,1,2,10,17,23,0.98,0,0,5.76,3,0,2,13,8,1,2,0,0,1,0,0,0
4,Adam Boqvist,23-24,CBJ,D,35,639.92,1,5,4,10,45,73,121,3.49,2.22,1.37,4.78,42,16,7,11,37,0,4,0,0,4,0,0,0
5,Adam Edstrom,23-24,NYR,C,11,92.52,2,0,0,2,7,8,10,1.07,28.57,25,13.38,2,4,1,26,11,1,3,0,0,2,0,0,0
6,Adam Erne,23-24,EDM,L,24,187.65,1,1,0,2,13,17,27,1.49,7.69,5.88,8.76,5,4,4,68,20,2,1,1,1,-1,4,5,-1
7,Adam Fantilli,23-24,CBJ,C,49,769.8,12,10,5,27,115,170,247,12.65,10.43,7.06,7.44,25,15,18,63,61,8,13,0,0,5,171,221,-50
8,Adam Fox,23-24,NYR,D,72,1687.93,17,25,31,73,137,195,299,10.71,12.41,8.72,5.49,123,33,47,42,86,19,22,0,0,3,0,0,0
9,Adam Ginning,23-24,PHI,D,9,127.38,1,0,0,1,6,8,15,0.13,16.67,12.5,1.62,9,6,2,18,9,0,0,0,0,0,0,0,0
10,Adam Henrique,23-24,ANA,C,60,1055.47,18,13,11,42,111,174,220,17.47,16.22,10.34,10.04,57,11,24,58,50,9,8,1,1,-1,482,429,53
11,Adam Henrique,23-24,EDM,C,22,326.17,6,2,1,9,28,48,55,4.92,21.43,12.5,10.25,21,7,6,42,16,2,4,0,0,2,94,77,17
12,Adam Larsson,23-24,SEA,D,81,1858.55,4,5,9,18,130,187,304,7.45,3.08,2.14,3.98,151,18,22,158,81,20,12,1,0,-9,0,0,0
13,Adam Lowry,23-24,WPG,C,81,1304.43,12,15,8,35,119,193,236,21.63,10.08,6.22,11.21,65,17,38,174,117,11,12,7,7,1,676,704,-28
14,Adam Pelech,23-24,NYI,D,58,1176.6,1,8,7,16,71,120,188,3.52,1.41,0.83,2.93,111,31,14,63,73,11,10,1,2,0,0,0,0
15,Adam Ruzicka,23-24,CGY,C,39,396.27,3,4,2,9,34,51,72,3.14,8.82,5.88,6.16,15,10,5,10,21,3,5,0,0,2,76,81,-5
16,Adrian Kempe,23-24,L.A,R,77,1457.92,28,25,22,75,246,352,499,25.66,11.38,7.95,7.29,32,24,31,108,73,31,34,0,0,3,3,10,-7
17,Akil Thomas,23-24,L.A,C,7,60.85,3,0,1,4,9,12,16,0.88,33.33,25,7.33,3,0,2,7,10,1,4,0,0,3,4,6,-2
18,Alec Martinez,23-24,VGK,D,55,1047.43,4,5,8,17,72,107,182,2.73,5.56,3.74,2.55,165,25,12,31,87,3,5,0,0,2,0,0,0
19,Aleksander Barkov,23-24,FLA,C,73,1433.48,22,35,22,79,193,284,372,25.66,11.4,7.75,9.04,50,31,61,99,93,12,16,0,0,4,630,470,160
20,Alex Alexeyev,23-24,WSH,D,39,534.15,1,1,1,3,20,30,60,0.51,5,3.33,1.7,59,12,4,45,58,4,0,0,0,-4,0,0,0
21,Alex Barabanov,23-24,S.J,L,46,730.13,4,3,6,13,67,109,140,10.13,5.97,3.67,9.29,15,15,18,25,59,6,5,0,0,-1,2,3,-1
22,Alex Barre-Boulet,23-24,T.B,C,36,402.8,6,2,1,9,46,70,81,6.03,13.04,8.57,8.61,8,9,14,26,16,5,6,0,0,1,14,14,0
23,Alex Carrier,23-24,NSH,D,73,1372.42,4,7,9,20,77,120,174,4.06,5.19,3.33,3.38,137,22,16,60,185,23,13,0,0,-10,0,0,0
24,Alex Debrincat,23-24,DET,R,82,1467.15,27,26,14,67,237,350,482,27.79,11.39,7.71,7.94,35,39,49,62,63,12,21,2,2,9,16,22,-6
25,Alex Goligoski,23-24,MIN,D,36,533.1,0,7,3,10,32,51,80,2.12,0,0,4.16,41,12,3,27,29,9,4,0,0,-5,0,0,0
26,Alex Holtz,23-24,N.J,R,82,954,16,6,6,28,122,180,243,12.27,13.11,8.89,6.82,17,21,10,43,75,7,3,0,0,-4,8,19,-11
27,Alex Iafallo,23-24,WPG,L,82,1255.7,11,10,6,27,120,195,249,17.54,9.17,5.64,8.99,67,20,28,43,72,3,10,0,0,7,8,17,-9
28,Alex Kerfoot,23-24,ARI,C,82,1429.6,13,21,11,45,104,163,195,19.87,12.5,7.98,12.19,76,27,42,74,129,13,18,0,0,5,412,450,-38
29,Alex Killorn,23-24,ANA,C/L,63,1180.1,18,14,4,36,145,203,275,20.25,12.41,8.87,9.98,25,33,29,69,67,22,11,0,0,-11,14,25,-11
30,Alex Laferriere,23-24,L.A,R,81,1070.8,12,7,4,23,146,236,318,16.59,8.22,5.08,7.03,27,26,21,109,120,18,17,2,2,-1,7,6,1
31,Alex Newhook,23-24,MTL,C,55,930.95,15,7,12,34,85,131,181,12.76,17.65,11.45,9.74,31,30,21,36,64,10,10,0,0,0,229,263,-34
32,Alex Nylander,23-24,CBJ,L,23,385.6,11,2,2,15,62,89,112,8.93,17.74,12.36,10.03,9,7,6,10,15,3,2,0,0,-1,6,10,-4
33,Alex Nylander,23-24,PIT,L,5,69.37,0,0,0,0,10,13,16,1.1,0,0,8.46,3,2,0,3,6,0,1,0,0,1,3,0,3
34,Alex Ovechkin,23-24,WSH,L,79,1518.47,31,21,13,65,272,395,605,32.58,11.4,7.85,8.25,27,35,26,161,40,10,11,0,0,1,0,2,-2
35,Alex Pietrangelo,23-24,VGK,D,64,1508.2,4,16,13,33,141,206,317,7.35,2.84,1.94,3.57,160,40,50,45,123,7,11,0,0,4,0,0,0
36,Alex Romanov,23-24,NYI,D,81,1688.07,7,7,8,22,117,164,258,3.61,5.98,4.27,2.2,171,53,25,154,156,10,9,0,0,-1,0,0,0
37,Alex Texier,23-24,CBJ,C,78,1184.1,12,11,7,30,109,157,235,10.72,11.01,7.64,6.83,36,16,21,53,30,19,11,0,0,-8,6,13,-7
38,Alex Tuch,23-24,BUF,R,75,1462.78,22,20,17,59,192,287,356,24.49,11.46,7.67,8.53,82,31,81,72,49,17,14,2,2,-3,42,63,-21
39,Alex Turcotte,23-24,L.A,C,20,185.63,1,0,3,4,14,27,36,2.54,7.14,3.7,9.41,10,1,6,7,34,3,3,0,0,0,21,21,0
40,Alex Vlasic,23-24,CHI,D,76,1632.38,2,5,9,16,71,102,168,3.68,2.82,1.96,3.61,148,47,60,55,108,10,7,3,3,-3,0,0,0
41,Alex Wennberg,23-24,NYR,C,19,292,1,1,3,5,10,16,24,1.68,10,6.25,10.5,10,4,6,8,28,0,3,0,0,3,82,100,-18
42,Alex Wennberg,23-24,SEA,C,60,1129.12,9,10,6,25,81,104,128,12.67,11.11,8.65,12.18,65,18,40,35,50,7,15,0,0,8,470,536,-66
43,Alexei Toropchenko,23-24,STL,R,82,1026.8,14,5,2,21,114,146,179,16,12.28,9.59,10.96,55,13,21,164,103,15,18,0,0,3,0,3,-3
44,Alexis Lafrenière,23-24,NYR,L,82,1415.9,28,20,9,57,217,318,400,28.41,12.9,8.81,8.93,21,27,45,71,120,15,25,0,0,10,17,49,-32
45,Aliaksei Protas,23-24,WSH,C,78,1072.2,6,13,10,29,113,167,203,13.7,5.31,3.59,8.2,49,33,44,34,87,4,10,0,0,6,42,62,-20
46,Anders Lee,23-24,NYI,L,81,1260.93,20,3,14,37,185,281,329,33.79,10.81,7.12,12.02,54,19,27,171,99,19,12,4,3,-8,19,25,-6
47,Andre Burakovsky,23-24,SEA,L,49,713.68,7,5,4,16,92,131,207,9.11,7.61,5.34,6.95,14,11,24,13,50,7,8,0,0,1,3,3,0
48,Andreas Athanasiou,23-24,CHI,C,28,366.73,2,4,3,9,44,57,80,3.82,4.55,3.51,6.7,21,7,19,10,14,1,6,1,1,5,76,88,-12
49,Andreas Englund,23-24,L.A,D,82,1084.23,1,2,7,10,42,57,111,1.43,2.38,1.75,2.51,87,22,8,183,116,13,14,11,11,1,0,0,0
50,Andrei Kuzmenko,23-24,CGY,L,29,454.55,14,6,5,25,58,84,115,7.79,24.14,16.67,9.27,7,9,17,5,29,3,6,0,0,3,0,0,0
51,Andrei Kuzmenko,23-24,VAN,L,43,617.12,8,7,6,21,63,113,150,10.95,12.7,7.08,9.69,10,15,10,9,48,3,9,0,0,6,1,0,1
52,Andrei Svechnikov,23-24,CAR,R,59,1000.98,19,18,15,52,144,223,305,21.33,13.19,8.52,9.57,22,43,25,138,98,29,14,0,0,-15,4,4,0
53,Andrew Cogliano,23-24,COL,C,75,795.73,6,10,3,19,62,81,104,5.21,9.68,7.41,6.43,40,14,13,33,55,9,18,0,0,9,54,109,-55
54,Andrew Copp,23-24,DET,C,79,1285.67,13,11,9,33,109,152,193,13.93,11.93,8.55,9.16,51,31,26,34,57,13,10,0,0,-3,536,465,71
55,Andrew Mangiapane,23-24,CGY,L,75,1199.65,14,17,9,40,123,202,272,22.24,11.38,6.93,11.01,33,29,24,87,78,16,11,1,0,-6,5,5,0
56,Andrew Peeke,23-24,BOS,D,15,264.13,0,2,0,2,13,22,38,0.42,0,0,1.91,31,4,2,48,40,4,2,0,0,-2,0,0,0
57,Andrew Peeke,23-24,CBJ,D,23,359.05,1,4,3,8,24,40,61,0.51,4.17,2.5,1.28,47,10,3,43,33,3,1,0,0,-2,0,0,0
58,Angus Crookshank,23-24,OTT,L,13,131.47,2,0,1,3,20,26,33,1.5,10,7.69,5.77,8,3,2,20,11,2,3,0,0,1,0,0,0
59,Anthony Beauvillier,23-24,CHI,L,23,330.3,2,2,2,6,35,69,83,4.79,5.71,2.9,6.94,9,5,16,12,30,1,1,0,0,0,33,25,8
60,Anthony Beauvillier,23-24,NSH,L,15,184.2,1,1,1,3,32,40,47,3.24,3.12,2.5,8.1,9,4,4,16,14,1,4,0,0,3,1,5,-4
61,Anthony Beauvillier,23-24,VAN,L,22,300.35,2,3,3,8,37,52,68,3.14,5.41,3.85,6.04,17,1,11,21,42,2,0,0,0,-2,6,8,-2
62,Anthony Cirelli,23-24,T.B,C,79,1463.62,20,13,12,45,129,188,241,19.48,15.5,10.64,10.36,75,24,48,63,111,14,28,0,0,14,461,474,-13
63,Anthony Duclair,23-24,S.J,L,56,905.77,16,7,4,27,98,141,193,14.48,16.33,11.35,10.27,28,14,31,33,29,9,12,0,0,3,12,21,-9
64,Anthony Duclair,23-24,T.B,L,17,245.72,8,3,4,15,31,41,53,5.23,25.81,19.51,12.76,7,3,5,16,26,3,2,0,0,-1,5,8,-3
65,Anthony Mantha,23-24,VGK,R,18,259.98,3,3,4,10,23,37,58,2.83,13.04,8.11,7.65,10,4,2,24,17,4,1,0,0,-3,1,3,-2
66,Anthony Mantha,23-24,WSH,R,56,792.6,20,8,6,34,89,125,160,12.11,22.47,16,9.69,21,18,21,31,25,6,7,1,1,1,2,5,-3
67,Anthony Richard,23-24,BOS,C,9,95.47,1,2,0,3,6,10,10,1.06,16.67,10,10.6,5,2,3,25,13,1,0,0,0,-1,0,1,-1
68,Anton Lundell,23-24,FLA,C,78,1199.35,13,11,11,35,166,221,281,18.14,7.83,5.88,8.21,40,31,32,58,84,18,15,0,0,-3,482,396,86
69,Anze Kopitar,23-24,L.A,C,81,1592.32,26,29,15,70,133,182,232,18.22,19.55,14.29,10.01,65,37,49,36,66,6,12,0,0,6,859,701,158
70,Arber Xhekaj,23-24,MTL,D,44,700.8,3,6,1,10,61,90,156,1.86,4.92,3.33,2.07,49,28,4,121,37,23,11,5,5,-12,0,0,0
71,Arshdeep Bains,23-24,VAN,L,8,94.45,0,0,0,0,4,6,10,0.52,0,0,8.67,2,1,1,7,8,3,3,0,0,0,0,2,-2
72,Artem Zub,23-24,OTT,D,69,1450.25,5,11,9,25,85,129,188,5.11,5.88,3.88,3.96,122,31,14,135,116,16,7,0,1,-8,0,0,0
73,Artemi Panarin,23-24,NYR,L,82,1649.75,49,37,34,120,303,431,651,32.07,16.17,11.37,7.44,15,72,34,19,42,13,22,0,0,9,1,9,-8
74,Arthur Kaliyev,23-24,L.A,R,51,601.92,7,7,1,15,101,155,211,9.75,6.93,4.52,6.29,14,15,11,32,41,7,3,0,0,-4,0,1,-1
75,Artturi Lehkonen,23-24,COL,L,45,831.22,16,10,8,34,104,136,169,16.69,15.38,11.76,12.27,18,15,20,48,59,7,5,0,0,-2,9,24,-15
76,Austin Czarnik,23-24,DET,C,34,286.92,0,1,0,1,24,38,42,3.02,0,0,7.95,16,3,4,18,16,6,1,0,0,-5,100,104,-4
77,Austin Watson,23-24,T.B,L,33,239.73,2,1,1,4,17,25,34,1.72,11.76,8,6.88,20,0,3,85,21,9,5,7,7,-4,0,4,-4
78,Auston Matthews,23-24,TOR,C,81,1698.28,69,24,14,107,368,534,694,50.16,18.75,12.92,9.39,93,54,85,91,98,5,18,0,0,13,705,614,91
79,Axel Jonsson-Fjallby,23-24,WPG,L,26,210.93,2,3,0,5,23,40,55,1.9,8.7,5,4.75,7,3,3,30,25,0,1,0,0,1,1,1,0
80,Barclay Goodrow,23-24,NYR,C,80,1005.13,4,6,2,12,61,89,121,8.07,6.56,4.49,9.07,86,17,29,166,83,20,12,4,4,-8,337,287,50
81,Barrett Hayton,23-24,ARI,C,33,561.45,3,3,4,10,66,93,119,11.26,4.55,3.23,12.11,15,8,9,16,40,8,12,0,0,4,208,210,-2
82,Beck Malenstyn,23-24,WSH,L,81,1153.73,6,12,3,21,98,140,177,12.26,6.12,4.29,8.76,93,20,30,237,173,10,18,1,1,8,23,28,-5
83,Ben Chiarot,23-24,DET,D,77,1522.88,5,9,6,20,107,153,232,4.98,4.67,3.27,3.25,167,33,18,160,143,28,13,0,0,-15,0,0,0
84,Ben Hutton,23-24,VGK,D,41,666.57,2,4,4,10,67,83,134,2.82,2.99,2.41,3.4,54,14,11,17,73,6,4,1,1,-2,0,0,0
85,Ben Meyers,23-24,ANA,C,14,146.47,0,1,1,2,5,11,19,0.77,0,0,7,3,2,2,21,12,3,1,0,0,-2,34,49,-15
86,Ben Meyers,23-24,COL,C,9,86.05,1,0,0,1,7,11,15,0.75,14.29,9.09,6.82,0,1,1,12,9,0,0,0,0,0,9,4,5
87,Benoit-Olivier Groulx,23-24,ANA,C,45,548.48,0,1,1,2,32,54,82,4.12,0,0,7.63,30,10,10,98,53,11,3,0,0,-8,121,154,-33
88,Blake Coleman,23-24,CGY,C,78,1336.38,30,10,14,54,192,263,345,28.92,15.62,11.41,11,57,34,43,125,68,28,24,2,2,-4,31,38,-7
89,Blake Lizotte,23-24,L.A,C,62,732.9,7,6,2,15,76,100,128,8.16,9.21,7,8.16,28,13,11,63,99,10,14,0,0,4,171,194,-23
90,Blake Wheeler,23-24,NYR,R,54,686.75,9,4,8,21,83,116,144,9.23,10.84,7.76,7.96,31,21,16,30,43,9,2,1,1,-7,38,24,14
91,Bo Horvat,23-24,NYI,C,81,1595.2,33,19,16,68,248,339,430,27.32,13.31,9.73,8.06,42,44,35,59,66,12,12,1,1,0,765,654,111
92,Bobby Brink,23-24,PHI,R,57,785.72,11,9,3,23,80,113,155,11.15,13.75,9.73,9.87,24,12,10,35,73,5,15,0,0,10,4,3,1
93,Bobby McMann,23-24,TOR,C,56,647.32,15,3,6,24,118,159,196,11.62,12.71,9.43,7.31,18,12,21,119,62,11,10,2,1,-2,6,4,2
94,Boone Jenner,23-24,CBJ,C,58,1165.57,22,5,8,35,155,237,287,22.86,14.19,9.28,9.65,74,19,24,114,49,14,14,0,0,0,604,509,95
95,Boris Katchouk,23-24,CHI,L,38,473.27,5,2,2,9,52,68,81,5.18,9.62,7.35,7.62,13,13,18,51,18,6,5,0,0,-1,15,18,-3
96,Boris Katchouk,23-24,OTT,L,21,203.98,2,1,1,4,18,27,51,1.47,11.11,7.41,5.44,1,6,6,32,12,0,0,0,0,0,2,4,-2
97,Bowen Byram,23-24,BUF,D,18,393.28,3,3,3,9,21,34,44,2.04,14.29,8.82,6,29,6,7,32,53,4,2,1,1,-2,0,0,0
98,Bowen Byram,23-24,COL,D,55,1091.72,8,3,9,20,63,90,161,3.82,12.7,8.89,4.24,75,27,13,60,100,20,8,0,0,-12,0,0,0
99,Brad Marchand,23-24,BOS,L,82,1566.35,29,21,17,67,208,295,390,27.76,13.94,9.83,9.41,35,80,48,116,123,34,44,2,3,11,24,31,-7
101,Brady Skjei,23-24,CAR,D,80,1702.25,13,16,18,47,183,280,431,9.15,7.1,4.64,3.27,90,36,44,69,86,20,13,0,0,-7,0,0,0
102,Brady Tkachuk,23-24,OTT,L,81,1550.52,37,28,9,74,357,485,574,47.18,10.36,7.63,9.73,34,49,48,290,107,27,39,6,6,12,200,180,20
103,Brandon Biro,23-24,BUF,L,5,54.22,2,0,0,2,2,3,4,1.23,100,66.67,41,2,2,0,0,6,0,0,0,0,0,11,12,-1
104,Brandon Carlo,23-24,BOS,D,76,1512.65,4,8,2,14,79,121,174,2.57,5.06,3.31,2.12,140,35,23,143,155,21,6,0,0,-15,0,0,0
105,Brandon Duhaime,23-24,COL,R,18,206.52,1,4,0,5,24,40,52,4.01,4.17,2.5,10.02,8,3,5,53,19,2,1,0,0,-1,1,0,1
106,Brandon Duhaime,23-24,MIN,R,62,662.27,4,3,1,8,68,99,125,6.95,5.88,4.04,7.02,29,14,19,153,58,8,14,8,7,5,3,6,-3
107,Brandon Gignac,23-24,MTL,C,7,81.52,1,0,0,1,6,8,9,0.98,16.67,12.5,12.25,7,6,3,4,5,0,1,0,0,1,24,29,-5
108,Brandon Hagel,23-24,T.B,L,82,1578.98,26,38,11,75,184,260,344,28.68,14.13,10,11.03,45,39,54,58,161,27,31,1,1,4,25,36,-11
109,Brandon Montour,23-24,FLA,D,66,1547.52,8,7,18,33,168,247,413,9.95,4.76,3.24,4.03,67,40,18,104,83,14,9,0,0,-5,0,0,0
110,Brandon Saad,23-24,STL,L,82,1271.23,26,7,9,42,144,200,247,20.56,18.06,13,10.28,16,17,33,17,36,10,12,0,0,2,12,16,-4
111,Brandon Tanev,23-24,SEA,L,66,962.78,7,6,3,16,73,112,136,11,9.59,6.25,9.82,62,13,31,144,102,13,17,5,6,5,9,21,-12
112,Brandt Clarke,23-24,L.A,D,16,218.42,2,3,1,6,31,40,54,1.84,6.45,5,4.6,21,2,1,6,15,5,4,0,0,-1,0,0,0
113,Brayden McNabb,23-24,VGK,D,82,1587.05,4,9,13,26,86,123,208,3.52,4.65,3.25,2.86,207,24,31,147,138,16,8,1,2,-7,0,0,0
114,Brayden Pachal,23-24,CGY,D,33,485.48,1,3,2,6,34,51,88,1.53,2.94,1.96,3,45,17,3,81,57,17,12,1,1,-5,0,0,0
115,Brayden Pachal,23-24,VGK,D,17,248.35,1,0,0,1,18,24,46,0.61,5.56,4.17,2.54,23,6,2,49,22,6,3,0,0,-3,0,0,0
116,Brayden Point,23-24,T.B,C,81,1621.98,46,26,18,90,229,322,422,35.15,20.09,14.29,10.92,44,35,36,17,64,7,16,0,0,9,294,350,-56
117,Brayden Schenn,23-24,STL,C,82,1458.03,20,17,9,46,170,259,327,25.25,11.76,7.72,9.75,51,38,59,165,87,18,15,4,4,-3,454,466,-12
118,Brendan Brisson,23-24,VGK,C,15,185.05,2,3,3,8,20,35,47,1.99,10,5.71,5.69,4,4,5,15,26,1,1,0,0,0,4,4,0
119,Brendan Gallagher,23-24,MTL,R,77,1061.88,16,10,5,31,154,219,296,22.57,10.39,7.31,10.31,35,27,28,62,71,22,20,2,1,-3,14,20,-6
120,Brendan Gaunce,23-24,CBJ,C,24,281.88,2,1,1,4,25,41,55,3.01,8,4.88,7.34,8,2,10,46,3,3,0,0,0,-3,98,84,14
121,Brendan Lemieux,23-24,CAR,L,32,256.22,3,2,0,5,29,43,65,3.11,10.34,6.98,7.23,6,5,3,71,26,7,3,4,4,-4,4,11,-7
122,Brendan Smith,23-24,N.J,D,63,1014.33,5,3,7,15,60,95,136,3.58,8.33,5.26,3.77,101,29,16,111,96,23,15,3,3,-8,0,0,0
123,Brenden Dillon,23-24,WPG,D,77,1443.08,8,4,8,20,79,121,205,2.71,10.13,6.61,2.24,111,28,6,235,105,21,5,8,7,-17,0,0,0
124,Brent Burns,23-24,CAR,D,82,1763.07,10,14,19,43,185,301,537,9.85,5.41,3.32,3.27,87,56,35,41,39,10,7,0,0,-3,0,0,0
125,Brett Howden,23-24,VGK,C,72,952.37,8,9,2,19,76,105,131,10.59,10.53,7.62,10.09,51,21,30,85,76,12,10,1,1,-2,165,201,-36
